ht_ppg,ht_rpg,ht_apg,ht_spg,ht_bpg,ht_topg,ho_ppg,ho_rpg,ho_apg,ho_spg,ho_bpg,ho_topg,h_ortg,h_drtg,h_efg,h_tov,h_oreb,h_ftf,at_ppg,at_rpg,at_apg,at_spg,at_bpg,at_topg,ao_ppg,ao_rpg,ao_apg,ao_spg,ao_bpg,ao_topg,a_ortg,a_drtg,a_efg,a_tov,a_reb,a_ftf,act_spread
99.8214,43.3929,17.75,8.9643,4.5357,13,96.2143,41.7143,21.3929,6.9643,5.4643,14.4643,108.97,104.675,0.510178,0.125431,0.174129,0.239186,104.615,43.8846,24.1923,8.4231,3.8077,15.8462,107.385,44.6154,24,8.8846,5.2692,16.1923,107.009,110.377,0.520581,0.168447,0.294686,0.210654,-6
99.6207,43.5862,17.5517,8.931,4.4828,12.9655,96.4828,41.7241,21.5517,7,5.5517,14.4828,108.552,104.936,0.484412,0.113723,0.191589,0.227818,100.704,44.6667,21.5185,7.037,3.5556,13.4444,100.407,45,21,7.6296,4.4074,13.7778,106.723,105.629,0.498845,0.118107,0.22807,0.189376,-5
100,43.9688,18.2188,8.5938,4.6562,12.75,96.5938,41.5938,21.75,6.8125,5.7188,14.0312,109.358,105.023,0.489024,0.124923,0.217593,0.204878,101.828,40.5862,23.3103,8.6897,3.5862,14.8621,104.759,44.069,23,8.5172,4.069,16.1034,106.283,109.157,0.521429,0.137659,0.236967,0.169048,-8
99.8182,44.303,18.0909,8.4848,4.697,12.8485,96.4242,41.6667,21.8182,6.8485,5.6667,13.9091,108.99,104.816,0.45933,0.125693,0.251082,0.241627,102.484,43.9355,21.7097,7.2258,5.8387,12.2581,99.6774,44.6452,23.3226,6.9032,4.7742,13.6129,109.016,104.959,0.484925,0.13291,0.24186,0.321608,-6
99.9412,44.5882,18.1765,8.4118,4.6765,12.8529,96.3529,41.7059,21.6176,6.8529,5.7059,13.7941,109.241,104.961,0.473494,0.12791,0.282609,0.245783,101.29,49.1613,22.4839,6.4516,6.4839,13.7742,99.3548,47.7742,21.4516,7.5806,5.2903,11.7097,104.906,103.117,0.489796,0.110936,0.311966,0.217687,-4
100.325,43.975,18.225,8.45,5.25,12.9,96.825,41.375,21.825,6.825,5.825,13.95,109.597,105.276,0.515738,0.148855,0.193069,0.135593,95.5854,43.8537,21.2683,7.6098,3.9756,14.7561,103.049,43.8049,23.9512,9.2195,5.2683,13.9512,102.323,110.512,0.531325,0.118007,0.226131,0.166265,-11
100.61,43.7805,18.3659,8.439,5.2195,12.7561,96.9024,41.3415,21.878,6.7561,5.7805,13.9512,110.005,105.506,0.502358,0.137018,0.169014,0.108491,103.571,45.119,23.8571,9.4048,4.4524,14.2857,100.429,46.5714,20.1905,7.7619,5.0238,16.1429,106.255,103.667,0.514477,0.119138,0.264957,0.25167,-4
100.952,43.619,18.4762,8.4048,5.2143,12.7619,97.1905,41.1429,22.0714,6.7857,5.6667,13.9524,110.401,105.769,0.538462,0.126971,0.191176,0.118881,95.7907,42.814,19.9767,6.2791,6.7442,13.4884,95.6744,42.0698,20.4884,7.5814,4.0465,12.3256,106.838,104.953,0.478571,0.111771,0.242991,0.192857,-11
100.953,43.5581,18.4884,8.3023,5.2791,12.7442,96.814,41.1628,21.8605,6.7209,5.5814,13.907,110.538,105.596,0.560714,0.116659,0.2,0.130952,104.953,42.3256,23.2791,7.7674,5.2558,12.5581,101.047,46.4651,21.2326,7.3256,3.2791,14.3256,111.365,106.638,0.51559,0.107473,0.243802,0.193764,-3
101.204,43.5682,18.5,8.2955,5.2273,12.7955,96.75,41,21.8409,6.7045,5.5227,13.8864,110.646,105.534,0.562648,0.118185,0.2,0.158392,101.905,40.0952,23.9762,8.881,3.6905,14.2381,104.095,44.0238,22.6667,8.1429,4.2381,16.0476,107.208,109.237,0.5086,0.122725,0.194175,0.250614,-9
101.311,43.6667,18.5333,8.2667,5.1778,12.8444,96.5778,40.8667,21.8,6.7111,5.4667,13.8222,110.716,105.375,0.567901,0.119886,0.230769,0.212346,99.5745,43.7021,20.617,5.9574,5.7234,12.9149,101.234,44.0638,20.2128,6.8723,4.2766,11.234,107.476,109.384,0.477728,0.105559,0.222222,0.256125,-12
101.348,43.8043,18.587,8.2391,5.3043,12.7826,96.5,40.8478,21.7609,6.6957,5.5217,13.7174,110.821,105.354,0.546914,0.12381,0.264865,0.232099,101.979,47.3617,18.9574,7.617,3.7021,13.1702,100.34,43.1702,20.7872,7.1702,4.766,14.0426,107.248,106.259,0.5,0.0924947,0.251121,0.242925,-8
101.906,43.3208,18.5094,8.2642,5.3019,12.6038,97.7358,41.0943,21.8491,6.6604,5.4528,13.6415,111.307,106.451,0.52445,0.117576,0.248804,0.227384,98.3519,40.9074,21.2407,8.7963,4.3704,12.5185,99.1481,42.8889,21.2593,7.0185,5.1481,15.7222,107.417,108.116,0.520885,0.140247,0.229592,0.186732,-8
102.2,43.4545,18.5273,8.1636,5.2545,12.4727,97.4545,41.1273,21.6182,6.5636,5.3636,13.5273,111.673,106.308,0.495169,0.0982318,0.25,0.253623,100.825,42.1579,22.4561,7.4737,4.614,14.1579,104.456,41.4912,21.9298,7.6667,5.1579,13.7193,108.362,111.407,0.5,0.105042,0.259259,0.347291,-10
102.411,43.375,18.5714,8.1429,5.2857,12.4643,97.5893,41.0357,21.6786,6.5893,5.3393,13.5536,111.901,106.514,0.50358,0.0898338,0.267606,0.281623,103.089,44.9464,22.375,6.8929,3.6964,12.7143,96.9107,41.3393,21.0179,6.8929,4.3929,13,112.461,105.673,0.514607,0.0973856,0.23913,0.139326,3
102.328,43.0172,18.6034,8.0517,5.1207,12.3103,97.8621,40.9483,21.7759,6.4655,5.1724,13.5,112.121,107.156,0.531726,0.104843,0.239583,0.256345,98,42.8136,18.4746,7.7966,5.2373,14.0678,97.1695,40.4407,18.9492,7.8305,4.7966,13.6102,108.187,107.715,0.487923,0.134428,0.281818,0.246377,-6
102.356,43.0508,18.4915,8.0339,5.1186,12.2542,97.7966,40.8136,21.7627,6.4576,5.1864,13.4237,112.288,107.2,0.549618,0.100579,0.258242,0.239186,103.452,45.9355,21.2419,6.7742,4.4355,14.129,102.274,43.3871,21.1774,7.6452,5.0968,12.5484,110.156,109.33,0.454545,0.0931165,0.258687,0.179654,-6
102.6,42.9667,18.3833,7.9833,5.1,12.2667,98.0833,40.7333,21.6333,6.4333,5.15,13.3833,112.56,107.432,0.566489,0.110273,0.25731,0.324468,105.468,42.6613,21.6452,10.2581,5.0161,15.6613,106.936,44.9355,24.5645,8.9032,5.0806,16.0645,109.103,111.23,0.524691,0.172365,0.236967,0.271605,-8
102.672,42.9508,18.5246,7.9836,5.1148,12.3115,98.3279,40.6721,21.7213,6.4754,5.1311,13.3279,112.602,107.678,0.570652,0.117361,0.224852,0.328804,97.746,42.5714,22.0317,7.4921,3.9524,14.4286,104.349,43.4286,23.5714,8.9365,5.0635,13.6825,105.075,112.225,0.556206,0.131637,0.262376,0.199063,-13
102.693,42.9032,18.6129,8,5.1452,12.371,98.3387,40.4839,21.7419,6.4839,5.1774,13.3548,112.663,107.693,0.568365,0.12506,0.264706,0.327078,102.234,41.7656,25.4531,9.3438,5.5938,14.7656,99.1562,46.0625,22.2188,8.6719,5.1875,15.7969,107.478,103.967,0.451163,0.1358,0.254098,0.153488,-4
102.714,42.9841,18.5714,7.9683,5.1111,12.381,98.3016,40.3651,21.6667,6.5079,5.1746,13.3175,112.652,107.585,0.53776,0.127256,0.276836,0.320312,98.4154,44.4769,20.6923,6.5846,6.6615,13.3846,97.1846,41.4462,20.5385,7.5538,4.2769,12.1846,107.965,105.354,0.502381,0.116245,0.25,0.240476,-7
102.859,42.9688,18.5469,8,5.1406,12.3906,98.3906,40.4688,21.625,6.5469,5.1719,13.3125,112.593,107.483,0.524485,0.131057,0.252747,0.353093,101.516,47.5,22.6094,5.9219,5.7031,13.7812,102.875,46.5625,22.5781,8.2969,5.75,11.1875,105.682,107.495,0.504673,0.142806,0.193548,0.193925,-10
102.955,43.2388,18.4627,7.8507,5.2388,12.2537,98.3433,40.4925,21.5821,6.5373,5.194,13.1493,112.763,107.477,0.468825,0.0974367,0.221698,0.275779,106.029,44.9853,24.4265,9.4118,4.2647,13.5441,102.353,46.2794,20.6029,7.4706,5.2647,16,108.481,105.369,0.497712,0.116806,0.277533,0.254005,-2
102.985,43.1912,18.4559,7.8824,5.2794,12.25,98.2353,40.4412,21.5294,6.5588,5.1618,13.1765,112.832,107.36,0.479369,0.0969729,0.203791,0.271845,100.868,43.7794,23.2206,8.1765,4.9559,13.9118,103.029,44.2353,23.1765,7.5882,5.5147,14.6176,106.184,108.969,0.529885,0.120711,0.233945,0.197701,-10
102.931,43.4306,18.5139,7.8056,5.3472,12.1806,98.25,40.5833,21.5972,6.4444,5.2222,13.0417,112.739,107.437,0.513614,0.101681,0.226244,0.220297,110.233,48.3836,22.9178,7.274,6.0548,15.3425,102.753,40.0685,21.5068,8.726,4.5205,12.5479,115.02,107.574,0.525522,0.116271,0.246575,0.208817,3
102.89,43.3836,18.5205,7.7534,5.3699,12.137,98.5342,40.7534,21.6986,6.4521,5.2192,13,112.613,107.704,0.490476,0.0937453,0.232068,0.207143,102.933,41.8,25.68,9.1733,5.8,14.3333,98.9333,46.36,22.0267,8.36,5.0533,15.4667,108.19,103.693,0.466377,0.108703,0.256303,0.149675,-1
102.763,43.2105,18.5789,7.8421,5.4079,12.2105,98.5132,40.8947,21.7368,6.5526,5.2632,13.0921,112.599,107.778,0.470657,0.103205,0.266094,0.215962,103.105,44,21.5395,7.1974,5.3026,11.9605,100.632,44.6579,23.2632,6.7368,5.5132,13.0658,109.769,106.416,0.492009,0.113164,0.23431,0.157534,-5
102.474,43.2949,18.5513,7.8462,5.4231,12.1795,98.359,40.9231,21.7308,6.5,5.359,13,112.263,107.681,0.486318,0.120949,0.25,0.253731,101.936,44.1795,20.9103,9.0641,4.7949,14.3205,100.5,44.859,20.6667,7.7436,4.4359,15.2179,106.885,105.016,0.486207,0.126894,0.271967,0.181609,5
102.463,43.1375,18.5875,7.75,5.425,12.15,98.2375,40.9,21.6375,6.475,5.35,12.8875,112.384,107.622,0.492268,0.121084,0.229592,0.286082,97.3125,41.4875,21.4125,8.275,6.025,15.6625,107.375,47.4375,23.3375,8.65,5.6625,14.4375,101.227,111.531,0.480769,0.1024,0.209125,0.21267,-12
97.6829,43.2317,18.9634,7.6951,5.1829,14.1707,95.8902,40.0732,19.122,7.9512,4.6951,13.3171,108.299,106.545,0.510548,0.131777,0.239373,0.224515,105.146,45.4878,21.3171,6.8537,4.6341,14.0732,104.317,43.6951,21.5854,7.6829,5.1707,12.7805,111.193,110.513,0.517645,0.118445,0.251182,0.225362,-7
94.2,43.8,16.2,9,6.4,11,86.2,41.8,13.6,4.6,5.8,16.8,104.575,97.0679,0.412807,0.144825,0.227273,0.305177,92.8333,42.3333,21.8333,7.1667,4.8333,12.3333,103.833,47,25.1667,6,4.3333,14.3333,101.117,112.753,0.531017,0.120873,0.243119,0.245658,-3
95.5,42.8,18.7,9.4,6.4,13.6,91.8,41.3,16.8,6.6,6.3,16.4,104.495,101.328,0.518568,0.166361,0.240838,0.281167,102.667,46,18.8333,9.3333,4,14.6667,98.5833,39.9167,22.6667,8.0833,5.6667,14.75,108.997,104.99,0.534653,0.141012,0.265403,0.252475,-4
95.0833,43.0833,18,8.9167,5.9167,14.1667,92.4167,40.3333,17.1667,7.1667,6,15.5,105.002,102.492,0.514323,0.147556,0.216931,0.234375,109.714,48.2143,21.7857,7.7143,7.0714,16.5,105.214,39.7143,20.7143,9.9286,5.4286,14.1429,112.265,106.368,0.475467,0.127307,0.321586,0.273364,-2
95.1429,42.6429,17.8571,9.2857,5.5714,14.7857,93.6429,39.6429,17.5714,7.7857,6.3571,15.7857,104.834,104.046,0.509235,0.157257,0.243523,0.224274,102.438,41.8125,21.75,7.25,4.5625,13.3125,109.375,45.9375,23.1875,6.9375,5,12.875,105.988,113.634,0.509153,0.106822,0.21875,0.265446,-6
95.5333,43.0667,17.8667,9.4,5.8,14.8,93.2,39.3333,17.6667,7.8,6.2,15.8,105.286,103.521,0.505195,0.154895,0.257576,0.225974,115.778,46.0556,29.8333,9.2222,6.4444,15.8889,99.7778,42.5,20.6667,9.0556,3.7778,15.4444,118.581,101.326,0.538462,0.126053,0.246696,0.223776,8
96,42.5625,17.875,9.375,5.5625,14.375,94,39.6875,17.875,7.4375,6.125,15.75,105.65,104.701,0.495025,0.135372,0.264706,0.218905,101.556,46.6667,22.5556,7.7222,6,13.9444,99.6111,45.5,22.5556,7.5,6.8889,14.5,105.674,104.257,0.520286,0.113552,0.27907,0.23389,-4
95.8824,42.3529,17.8824,9.0588,5.7059,14.6471,94.5294,39.7059,17.9412,7.7647,6,15.4118,105.395,105.087,0.496164,0.155433,0.252475,0.230179,102.389,43.8889,20.8333,9.1111,4.4444,15,96.8333,44.8889,19.9444,8.1111,4.2778,16.8889,107.479,101.575,0.496536,0.130751,0.246809,0.224018,2
97.7895,43.0526,18.3158,8.8421,5.2632,14.5263,96.8421,39.9474,18.4737,7.7895,5.5789,15.3684,106.932,106.633,0.53034,0.133254,0.268293,0.235437,97.2273,44.3636,19.9545,6.3182,5.6364,13.4545,98.4545,44.4091,18.2273,7.3182,4.6818,11.7273,104.212,106.449,0.5223,0.141565,0.187817,0.178404,-3
98.2,43.45,18.7,8.7,5.1,14.5,96.25,39.75,18.55,7.9,5.45,15.1,107.388,106.078,0.535366,0.131921,0.26,0.243902,108.409,48.3182,21.7727,7.7727,6.5909,16.2273,101.273,39.7273,20.2273,9.7273,5,13.7727,112.505,104.516,0.482057,0.130726,0.269058,0.222488,4
97.087,42.7826,18.3913,8.4783,4.8261,14.0435,97.4348,40.4348,18.5652,7.6087,5.4783,14.6087,106.605,108.001,0.548843,0.120477,0.245989,0.269923,101.667,42.0833,21.6667,7.375,4.875,13.5,108.292,45.625,22.6667,7.2083,5.0417,12.75,105.913,113.422,0.510896,0.134935,0.224299,0.230024,-4
96.9583,42.4167,18.3333,8.2917,4.7917,13.9583,97.7083,40.25,18.375,7.6667,5.3333,14.4167,106.844,108.625,0.530343,0.117049,0.225806,0.290237,98.08,44.6,22.16,7.48,4.88,14.84,102.6,43.16,23.36,8.56,6.64,14.2,104.525,109.197,0.504963,0.141159,0.234742,0.240695,-6
96.96,42.28,18.2,8.28,4.64,13.96,97.32,40.4,18.24,7.76,5.28,14.4,106.915,108.41,0.528226,0.118512,0.208791,0.295699,104.414,43.6897,20.9655,9.2759,4.2069,16.3793,105.069,43.1034,21.6897,8.8966,4.3793,15.931,106.698,108.486,0.55,0.15759,0.221106,0.214634,-5
97,42.3704,17.963,8.2963,4.6296,14,97.2222,40.3704,18.2963,7.6667,5.2222,14.3704,107.022,108.229,0.543767,0.124508,0.216667,0.297082,102.133,42.6333,22.7333,7.2667,5.2667,13.1,100.6,46.8667,20.4,7.7,3.0333,14,108.37,106.416,0.516169,0.123377,0.235577,0.231343,2
97.25,42.1429,17.9643,8.25,4.6071,14.0714,97.6429,40.1429,18.5,7.7143,5.25,14.2857,107.32,108.656,0.530585,0.133477,0.209945,0.289894,92.0312,41.8438,18.8125,7.9062,6.375,17.875,104.656,45.1875,23.1875,8.75,6.6562,14.3125,97.045,110.018,0.529925,0.150838,0.185,0.216958,-8
96.6,42.5667,17.7,8.3333,4.8667,14.2667,97.3,40.2667,18.8333,7.9,5.3,14.2667,106.457,108.158,0.491184,0.125494,0.28,0.292191,101.324,46.1765,20.7941,6.5294,4.0882,15.0294,102.029,42.7059,20.6176,7.7647,5.2059,12.0588,107.742,109.382,0.521739,0.122125,0.182243,0.236715,-3
97,42.5484,17.7419,8.2903,4.871,13.9677,97.2581,40.2258,18.8387,7.6774,5.129,14.129,107.289,108.393,0.507426,0.118107,0.283582,0.235149,96.4412,41.0294,21.0882,8.7941,4.2353,12.8235,99.3824,43.1765,21.6765,7.4118,5.6765,16.1471,105.233,108.021,0.520833,0.14425,0.262626,0.257812,2
96.8438,42.7188,17.7188,8.1562,4.9375,14.0312,96.9375,40.2188,18.7812,7.6875,5.0938,14.0312,107.112,107.965,0.497475,0.120444,0.278049,0.252525,104.2,42.8571,21.5143,9.9714,5.2,16.0571,106.2,44.9143,24.5143,9.3429,5.4857,15.6286,108.109,110.671,0.566234,0.147183,0.19337,0.280519,4
96.6286,42.2857,18,8.2,4.8571,14.3143,97.7429,40,19.0571,7.8571,4.8571,14.1143,107.106,109.034,0.556675,0.128124,0.282051,0.191436,97.3611,43.3056,19.8333,6.5556,6.75,12.8889,94.7222,42.3889,19.9444,7.25,3.8889,12.3333,108.463,103.755,0.45881,0.105232,0.256303,0.155606,1
96.0789,42.1053,18.0263,8.2368,5.0263,14.3421,96.7632,40.3684,18.9737,7.8421,5.0526,14.0789,106.925,108.169,0.531785,0.133648,0.28934,0.151589,106.263,44.2368,24.6842,8.3684,4.0789,15.9737,108.605,44.5789,24.1053,9.2368,5.3684,15.6579,107.573,110.969,0.526786,0.130653,0.227679,0.178571,-3
96.2051,42,17.8718,8.2308,4.9744,14.3077,96.9231,40.7179,18.9744,7.9487,4.9744,14.1026,106.851,108.339,0.490148,0.132052,0.274419,0.189655,96.7317,43.2439,18.4634,7.6829,4.4634,13.4634,105.781,47.4634,23.8049,7.4878,5.439,12.9268,102.007,112.649,0.486079,0.116925,0.263393,0.225058,-9
97.6512,42.2791,18.3256,8,5.0465,14.0465,97.4419,40.5581,19.0698,7.6279,4.907,13.9535,108.274,108.456,0.523866,0.111153,0.22439,0.236277,101.864,47.5909,19.0227,7.6591,3.7955,13.4091,100.296,43.0682,20.7955,7.3182,4.8182,14.1818,106.822,105.92,0.512088,0.0907112,0.268398,0.178022,-3
97.5227,42.4318,18.3182,7.9318,5.0227,14.0227,97.3864,40.5909,19.0682,7.6136,4.8182,13.8636,108.132,108.423,0.522565,0.112218,0.237624,0.211401,102.444,43.6667,21.2667,7.1333,5.2222,11.9556,101.578,45.2,23.9778,6.5333,5.5778,13.6889,108.457,106.791,0.51954,0.149406,0.221198,0.28046,-7
97.6222,42.4889,18.4222,7.9778,5.0444,13.9333,96.8444,40.4667,18.8667,7.5778,4.7111,13.9556,108.328,107.904,0.522673,0.112932,0.22,0.200477,99.7234,42.0638,22.1277,7.7021,4.5319,14.3617,103.553,42.1064,21.9574,7.617,5.2128,14.2979,106.748,110.108,0.540984,0.116839,0.254808,0.236534,-9
97.7391,42.4348,18.5435,7.9783,5.0435,13.913,96.6957,40.413,18.8261,7.6087,4.6522,13.9565,108.655,107.89,0.530713,0.11191,0.242268,0.169533,101.391,48.7826,21.7174,6.1087,6.0652,13.7609,100.956,46.6087,22.4565,7.9783,5.5,11.1957,105.684,105.585,0.473154,0.0993231,0.251012,0.145414,-6
97.8936,42.5957,18.5532,7.9149,5.0213,13.9149,96.6809,40.4468,18.8298,7.5319,4.7021,13.9574,108.585,107.593,0.514925,0.120316,0.225,0.18408,100.449,44.4898,22.4286,7.2041,4.6531,14.3673,104.02,42.7551,23.1633,8.4694,6.3673,13.3878,106.704,110.875,0.497783,0.127877,0.262222,0.223947,-8
97.625,42.5,18.4583,7.8333,5.125,13.9167,96.3542,40.4583,18.6667,7.625,4.6458,13.9583,108.41,107.327,0.514963,0.12552,0.231527,0.184539,98.1765,41.451,23.098,7.7255,5.5882,14.7059,103.274,43.2353,24.0392,8.0784,5.5686,14.4118,106.54,111.708,0.515931,0.135195,0.30198,0.269608,-7
97.6226,42.7358,18.3962,7.8491,5.1321,14,96.5472,40.2642,18.7925,7.717,4.717,13.7925,108.285,107.442,0.49625,0.108932,0.208333,0.245,105.745,45.1273,24.6727,9.5091,4.2364,14.0364,101.546,46.0364,20.4364,7.6,5.0909,16.2364,108.121,104.335,0.538293,0.123474,0.236364,0.201313,0
98.1091,42.8,18.4727,7.7455,5.2727,13.9636,96.8182,40.2909,18.8,7.7091,4.7091,13.6364,108.79,107.653,0.541147,0.109105,0.251208,0.284289,105.196,42.7321,21.5714,9.9643,5.0893,15.5714,106.661,45.0714,24.5179,8.9821,5.2321,15.6607,109.293,111.303,0.462353,0.156975,0.294872,0.305882,-5
98.4464,42.7679,18.5357,7.8036,5.25,14.0893,97.125,40.1964,18.7679,7.8393,4.6964,13.6429,108.962,107.699,0.54625,0.126094,0.267327,0.2725,105.211,44.3684,25.1579,8.193,5.9649,12.9123,92.7018,40.1404,21.0351,7.2456,3.8596,14.2982,114.397,100.392,0.502278,0.134515,0.253394,0.173121,3
98.0877,42.5614,18.4737,7.7719,5.193,14.0351,97.1053,40.2456,18.7368,7.7895,4.7018,13.5965,108.662,107.832,0.531646,0.1315,0.251282,0.263291,96.9828,42.7241,21.7414,7.4138,4,14.5172,103.69,43.3621,23.5,9.0172,4.9655,13.6207,104.535,111.708,0.513221,0.140522,0.240741,0.206731,-12
97.9032,42.8548,18.629,7.6774,5.3226,14.0323,97.1774,40.4032,18.8548,7.7903,4.8065,13.4032,108.216,107.788,0.478873,0.109393,0.231111,0.187793,102.413,41.7778,25.619,9.3492,5.619,14.746,99.3968,45.9365,22.3175,8.6508,5.2063,15.7302,107.649,104.249,0.464203,0.120513,0.253165,0.163972,-3
97.625,43.0156,18.625,7.7344,5.2812,14.1875,97.3594,40.3906,19.0625,7.8438,4.8281,13.4688,107.743,107.905,0.502364,0.120468,0.230047,0.156028,102.73,40.9841,23.8413,8.6349,4.0635,13.6508,104.508,44.6508,22.5238,7.8254,4.3016,15.5873,107.199,109.166,0.501157,0.138393,0.267281,0.240741,-4
98.0303,43.0606,18.6818,7.7727,5.2273,14.2727,97.3182,40.1515,19.1667,7.8636,4.7727,13.4242,108.093,107.826,0.52561,0.134899,0.200957,0.182927,103.908,44.8615,22.3385,6.7385,3.6615,12.7538,97.4769,40.8462,20.9385,6.9692,4.3538,12.8923,113.12,106.187,0.525926,0.129359,0.21,0.261728,7
97.9701,43.0149,18.7015,7.7015,5.209,14.2388,97.1343,40.1343,19.1493,7.8358,4.7463,13.3433,108.254,107.75,0.550129,0.146875,0.226804,0.200514,100.791,43.7612,20.4776,7.7612,3.806,16.1045,107.985,43.8955,22.5522,9.4925,5.2836,14.3134,104.502,113.151,0.510251,0.113554,0.25,0.216401,-9
97.5205,43.0959,18.9178,7.726,5.1918,14.3699,96.411,39.9041,19.3014,7.9863,4.8219,13.3836,107.949,107.139,0.514249,0.127039,0.190476,0.165803,97.9589,42.863,18.2329,7.1781,4.1918,13.0411,106.767,46.1507,24.3562,7.4521,5.5616,12.0548,104.173,114.465,0.485981,0.134126,0.265116,0.21729,-14
97.8649,43.2838,19.0135,7.6757,5.2162,14.2703,96.1216,39.8649,19.1892,7.9459,4.8378,13.3243,108.373,106.772,0.534177,0.116804,0.193878,0.177215,115.27,46.2703,29.1486,8.5405,6.0811,14.7027,104.176,43.8514,22.0946,8.473,4.2027,13.9054,117.777,105.66,0.548009,0.123735,0.194444,0.227166,5
97.84,43.4267,18.9467,7.72,5.1733,14.28,96.2133,39.9467,19.1867,7.92,4.8533,13.3867,108.197,106.69,0.514218,0.113028,0.237443,0.163507,102.013,41.7333,23.0133,7.7067,4.56,14.36,105.933,41.8933,22.5733,7.76,5.32,14,108.962,112.277,0.501157,0.132828,0.258065,0.215278,-7
97.8831,43.2857,18.974,7.7532,5.2338,14.2338,95.9351,39.9351,19.2208,7.9221,4.7532,13.5065,108.361,106.442,0.503614,0.12807,0.278539,0.166265,104.197,44.1447,24.8158,8.1711,5.9868,12.6579,92.5921,40.1447,20.8289,7.2105,3.8289,14.2632,114.157,100.659,0.530227,0.137256,0.287958,0.224181,4
97.7308,43.2436,18.8974,7.7179,5.2179,14.2564,95.8333,39.8333,19.1795,7.9487,4.7436,13.4359,108.279,106.467,0.525063,0.141806,0.278049,0.175439,104.538,42.0641,22.8205,8.5256,5.6154,12.4487,100.385,46.6538,21.359,7.1154,3.1026,14.6154,111.544,106.122,0.48829,0.121217,0.286364,0.185012,-14
97.775,43.3625,18.8375,7.7,5.2625,14.2375,95.7625,39.9,19.125,7.9875,4.75,13.375,108.337,106.386,0.5,0.1597,0.217172,0.192105,102.45,43.05,22.175,6.8125,3.775,12.375,102.812,45.9375,21.9375,7.55,4.4625,13.4375,109.614,109.202,0.5,0.134125,0.204762,0.23913,-7
104.073,41.8415,24.4512,8.6341,3.939,13.878,104.573,44.2805,22.5122,8.061,4.3415,15.5732,107.863,108.551,0.51671,0.130052,0.222095,0.211417,98.3537,44.3659,20.5122,5.6951,5.6829,12.6585,101.085,44.1829,20.7683,7.1829,4.1829,10.7805,107.084,109.758,0.48334,0.10813,0.245133,0.209924,-8
104.073,41.8415,24.4512,8.6341,3.939,13.878,104.573,44.2805,22.5122,8.061,4.3415,15.5732,107.863,108.551,0.51671,0.130052,0.222095,0.211417,103.537,43.9146,24.5122,8.2561,5.9146,12.5366,92.9024,40.5244,20.8171,7.2195,3.8659,14.2927,113.517,101.18,0.506863,0.124558,0.223776,0.195277,4
102.5,41.3333,22.6667,9.3333,5.1667,18.8333,108,44.8333,26,10.1667,4.1667,16.5,103.22,107.45,0.517857,0.129434,0.214953,0.207589,113.286,49.8571,23.1429,7.8571,8.2857,17.8571,107.857,39.8571,19.8571,10.1429,5.7143,13.8571,113.755,106.364,0.531746,0.126497,0.274419,0.190476,7
102.286,41.2857,21.8571,9.1429,5.1429,17.2857,110.429,46,26.1429,9.2857,3.8571,15.8571,102.862,110.46,0.490281,0.114218,0.222222,0.196544,101.1,46.5,22.2,8.4,6.5,15.2,100.5,46,22.1,8.5,6.8,15.6,103.781,103.112,0.492683,0.138649,0.253456,0.207317,-6
103,42.25,22.75,8.75,5.25,16.5,109,45.875,25.25,9,3.625,15.375,104.227,109.106,0.506579,0.106807,0.201681,0.177632,97.7,39.1,22.7,7.3,5.1,14.8,101.4,44.8,22.2,7.8,5.6,16,106.233,109.875,0.47482,0.135255,0.280543,0.201439,-4
103.6,42.2,22.9,8.8,4.5,15.5,105.3,43.9,24.4,8,3.4,15.5,107.235,107.398,0.517815,0.108257,0.196347,0.230404,99.6154,43.0769,21.6154,10,4.7692,15.0769,94.4615,44.5385,19.1538,8.3846,4.5385,17.5385,105.443,100.132,0.504808,0.145075,0.227488,0.197115,-3
100.538,42.2308,22.0769,9,4.1538,16.3077,106.769,45.3077,24.5385,8.2308,3.6154,16.0769,103.808,109.087,0.53034,0.146843,0.247619,0.220874,101.062,44.75,18.125,9.0625,3.75,14.0625,96.625,40.3125,21.9375,7.9375,5.5,14.875,109.219,104.864,0.534031,0.157011,0.222798,0.193717,4
99.0667,42,22,9,4.1333,15.8667,103.8,45.6,23.4,8.2,3.8,16.6,102.549,106.655,0.463785,0.154661,0.247863,0.205607,96.7059,43.6471,18.4118,6.7059,4.9412,13.4706,105.824,47.7059,23.7059,6.5294,5.1765,11.7647,101.279,112.569,0.498853,0.108313,0.267782,0.190367,-10
99.375,41.9375,22.125,9.125,4,16.3125,104.062,45.5625,23,8.8125,3.75,16.5625,102.422,106.699,0.458726,0.157913,0.246696,0.221698,106.263,44.7895,20.5263,8.9474,3.9474,15.9474,105.789,43.7368,21,8.6842,4.5263,15.2632,107.414,108.839,0.530337,0.120559,0.202703,0.182022,3
99.9412,41.8824,21.9412,9.1176,3.8824,16.5882,104.176,44.9412,22.8824,8.7647,3.7647,16.7647,103.13,106.974,0.464539,0.15993,0.274336,0.231678,100.55,43.9,21.7,7.25,3.75,13.55,100.45,46.4,20.05,7.55,4.5,14.5,105.883,105.064,0.486842,0.1271,0.244444,0.222488,2
