ht_ppg,ht_rpg,ht_apg,ht_spg,ht_bpg,ht_topg,ho_ppg,ho_rpg,ho_apg,ho_spg,ho_bpg,ho_topg,h_ortg,h_drtg,h_efg,h_tov,h_oreb,h_ftf,at_ppg,at_rpg,at_apg,at_spg,at_bpg,at_topg,ao_ppg,ao_rpg,ao_apg,ao_spg,ao_bpg,ao_topg,a_ortg,a_drtg,a_efg,a_tov,a_reb,a_ftf,act_spread
98.2105,47.2632,18,8.1579,3.2105,13.7895,97.9474,43.7368,21.1579,7.7368,4.6842,15.6316,103.72,104.526,0.524419,0.130311,0.30622,0.2,95.2632,38.8421,23,7.7895,4.9474,15.1579,102.842,44.5263,23.1579,8,5.2632,15.3684,104.33,111.915,0.517199,0.126263,0.204651,0.208845,-7
98.4,47.2,18,8.15,3.25,13.55,97.8,44.1,21.15,7.65,4.75,15.55,103.84,104.34,0.516908,0.133862,0.259615,0.258454,96.7895,43.6316,18.3684,7.4737,4.9474,13.7368,105.421,47.1053,23.7368,7,5.2105,12.6316,101.442,111.985,0.523227,0.148985,0.254717,0.220049,-10
98.3182,47.5455,18.0455,8.4091,3.0909,13.5909,97.7727,44.4545,20.7273,7.4545,4.7273,15.4545,103.387,104.122,0.515081,0.117517,0.289474,0.269142,95.9545,40.8182,20.5,8.6364,4,13.2727,100.727,43.6364,22.3182,7.7273,6.2273,16.6818,103.601,108.546,0.434625,0.132685,0.247899,0.249395,-4
98.4167,47.375,18,8.4583,3.4583,13.5417,97.4583,44.7917,20.875,7.2083,4.7083,15.75,103.861,103.891,0.476526,0.128765,0.270833,0.230047,103.857,43.9524,20.8095,9.2857,4.3333,14.9048,99,45.381,20.1429,8.0476,4.4762,16.8095,107.754,103.318,0.504525,0.126411,0.283898,0.246606,-2
99.2,47.32,18.32,8.56,3.56,13.56,97.4,44.32,20.72,7.2,4.6,15.76,104.533,103.693,0.5,0.13668,0.29386,0.198157,102.458,43.125,22.5417,7.0417,5.4167,13.25,100.792,47,20.375,7.5,2.8333,14.25,108.507,106.195,0.470238,0.12917,0.232456,0.219048,2
99.3462,47.5769,18.2692,8.5385,3.4231,13.7308,97.6923,44.1154,21.0385,7.2692,4.5769,15.5385,104.411,103.77,0.49186,0.14018,0.290179,0.206977,102.6,43.8,24.6,10.48,4.88,14.88,98.36,46.4,20.56,8.2,5.44,17.48,105.013,101.864,0.442675,0.108612,0.21875,0.14862,-3
101.4,47.5333,18.3333,8.1333,3.6333,13.6333,99.9667,44.5,20.7667,7.1667,4.7,15.2,105.386,104.805,0.480603,0.106239,0.268085,0.256466,103.345,44.1724,24.4828,9.8621,4.7931,15.1724,99.1379,45.4483,20.3103,8.1379,5.3793,16.8276,105.576,102.651,0.485437,0.135571,0.217778,0.240291,2
100.969,47.375,18.3438,8.1562,3.5938,13.5625,100.188,44.3125,20.8125,7.0625,4.6875,15,105.265,105.406,0.480728,0.10209,0.277778,0.203426,100.438,43.125,21.5312,7.5625,4.625,14.375,102.594,42.3125,21.625,7.5938,5.5312,14.7812,106.334,108.179,0.515584,0.148681,0.242268,0.212987,-8
100.824,47.5294,18.4706,8.0294,3.5294,13.5294,99.7059,44.1471,20.5588,7.1176,4.7647,14.9412,105.002,104.958,0.51555,0.124684,0.246445,0.205742,100.088,43.9412,22.7353,8.2059,4.8824,13.8824,98.7059,43.6765,22.5882,7.3824,5.6471,14.4118,106.879,105.969,0.535971,0.093003,0.253521,0.155875,-5
101.167,47.6944,18.6389,7.8611,3.6389,13.5556,99.25,43.6111,20.5278,7.0278,4.8333,14.6111,105.77,104.748,0.523981,0.111388,0.26699,0.213429,95.8611,44.5278,21.25,7.8611,4.0556,14.7778,102.278,43.8889,23.6944,9.1389,5.3889,14.4167,102.222,109.416,0.440887,0.145141,0.275424,0.206897,-11
101.216,47.6757,18.7568,7.9189,3.6757,13.4324,98.973,43.4595,20.6216,6.973,4.7838,14.5946,105.921,104.55,0.50814,0.107336,0.272727,0.195349,103.641,45.2564,25.641,8.4359,5.7436,13.2564,89.4359,38.7949,20.9487,7.3333,3.5641,14.2821,113.569,97.7396,0.538554,0.119811,0.225131,0.178313,7
101.154,47.1795,18.8205,7.7949,3.5897,13.5641,99.3333,43.2308,20.6154,7.1795,4.7436,14.6667,105.97,104.858,0.494292,0.102994,0.267281,0.184932,114.35,46.75,28.825,8.35,6.525,15.275,102.475,43.525,21.375,8.75,3.775,14.225,117.454,103.532,0.502237,0.105197,0.224576,0.255034,7
101.45,47.425,18.9,7.8,3.775,13.45,99.225,43.325,20.55,7.15,4.85,14.6,106.217,104.653,0.482262,0.0990491,0.254464,0.170732,101.821,49.0256,22.0256,6.2308,6.359,14.2051,100.641,46.4615,22.2051,7.9744,5.5897,11.3333,105.725,104.723,0.485459,0.101967,0.241228,0.178971,-3
101.711,47.4667,19.0222,7.6444,3.7333,13.3333,100.111,43.2,20.7333,7.2667,4.8,14.1556,106.825,105.838,0.502278,0.100312,0.25,0.193622,94.6739,42.0435,20.3261,8.2609,6.5652,17.1087,104.891,45.4783,23.0217,8.9565,6.1522,14.587,99.0389,109.501,0.497658,0.132866,0.20614,0.234192,-12
101.891,47.5435,18.9348,7.6739,3.6957,13.2609,100.044,43.087,20.8043,7.2391,4.8478,14.1957,107.072,105.814,0.5,0.0979233,0.256637,0.229885,101.568,44.7955,22.3864,6.8864,3.7273,13.1591,95.9318,40.8636,21.1364,6.9773,4.5455,13.2273,111.086,104.966,0.518561,0.108036,0.278539,0.134571,4
102,47.24,18.72,7.52,3.78,13.1,100.58,43.24,20.9,7.18,4.76,13.88,107.159,106.472,0.491879,0.0972192,0.254545,0.243619,99.1961,43.8039,20.4902,6.0196,5.7255,12.7647,101.137,44.2549,20.4314,6.8824,4.3922,11.4118,107.178,109.391,0.458716,0.0979752,0.256198,0.254587,-4
102.212,46.9615,18.5962,7.5,3.75,13.1154,100.885,43.1923,20.8846,7.1731,4.5962,13.8269,107.384,106.796,0.524331,0.117916,0.191919,0.255474,101.6,43.5,18.36,8.34,5.24,12.78,97.16,40.9,21.64,6.74,5.5,13.82,110.96,105.817,0.529557,0.13464,0.270408,0.236453,2
101.962,46.8113,18.6604,7.4906,3.717,13.1698,100.924,43.0566,20.9057,7.2453,4.5472,13.8491,107.258,107.001,0.526634,0.125456,0.179104,0.191283,100.434,44.5094,22.1887,7.283,4.5849,14.0943,103.642,42.6038,22.8679,8.1509,6.434,13.3019,106.88,110.703,0.525672,0.128993,0.23,0.202934,-4
101.491,46.6182,18.6,7.3455,3.7818,13.1636,100.909,43.2,21.0727,7.2545,4.5273,13.7273,106.85,107.153,0.526185,0.131203,0.182692,0.199501,102.463,42.3889,21.7222,7.8519,4.7407,12.5556,105.241,44.5741,22.2778,6.7222,4.8333,13.2963,108.299,111.636,0.527381,0.123516,0.25,0.238095,-5
101.474,46.4561,18.5614,7.4211,3.807,13.1228,100.86,43.2807,21.0702,7.2281,4.4386,13.807,106.805,107.038,0.491546,0.128156,0.185022,0.15942,95.9643,41.625,20.7143,8.4286,6.5357,17.1429,106.375,45.7679,23.3036,8.9464,5.8393,14.5714,100.058,110.734,0.53169,0.15141,0.28169,0.267606,-12
101.644,46.5085,18.7119,7.5593,3.7288,13.1186,100.525,43.2373,21.0169,7.1695,4.4746,13.9322,107.029,106.786,0.507371,0.138972,0.211982,0.199017,102.351,43.2105,18.5614,8.1053,5.193,12.4386,97.5789,41,21.6667,6.5439,5.2456,13.5614,111.937,106.663,0.514423,0.0993428,0.242718,0.225962,-2
101.307,46.2258,18.7742,7.371,3.5968,13.0323,100.5,43.0806,21.0484,7.0968,4.4516,13.629,107.043,107.277,0.560759,0.128968,0.223404,0.182278,103.635,45.7778,21.127,6.746,4.4127,14.0794,102.508,43.3016,21.0317,7.6032,5.0794,12.5556,110.323,109.628,0.453229,0.0797795,0.261044,0.240535,2
101.716,46.0597,18.9104,7.2985,3.5522,13.0746,101.239,42.6119,21.403,7.2388,4.2985,13.403,107.544,108.007,0.56089,0.0983507,0.18593,0.217799,102.06,41.8358,25.3731,9.3433,5.6866,14.6567,98.6269,46.1493,22.0448,8.6567,5.1493,15.7612,107.431,103.491,0.490385,0.142571,0.217778,0.182692,1
101.897,46.0882,18.9706,7.2353,3.5588,13.0735,101.485,42.6618,21.4559,7.2794,4.2794,13.3824,107.628,108.102,0.544496,0.099147,0.173077,0.229508,106.731,44.4627,24.791,8.8806,4.403,15.806,109.522,44.6567,24.1493,9.1194,5.2388,15.5224,107.993,111.343,0.495316,0.125628,0.191111,0.217799,-7
102.087,46.1304,19.058,7.2319,3.5942,13.1014,101.58,42.5507,21.4493,7.2899,4.2754,13.3478,107.824,108.235,0.551963,0.108964,0.215311,0.240185,98.2206,42.2647,22.1029,7.4853,4.0147,14.3676,104.618,43.3824,23.7206,8.8529,5.1029,13.6618,105.677,112.555,0.560096,0.137074,0.299465,0.197115,-8
102.271,46.1143,19.2143,7.2,3.6,13,101.6,42.5143,21.4857,7.2286,4.2857,13.2857,108.087,108.344,0.547297,0.101061,0.232877,0.209459,99.1714,41.6857,23,8.2143,5.8,14.5714,102.757,43.4286,23.9714,8.1857,5.5,14.9143,107.28,110.423,0.535326,0.137443,0.15847,0.214674,-8
102.127,46.0141,19.1972,7.1831,3.5915,12.9859,101.451,42.4789,21.507,7.1972,4.3239,13.2817,107.997,108.35,0.535955,0.101685,0.252294,0.186517,100.786,43.7429,23.0571,8.1286,5.0286,13.8429,103.114,44.2714,23.0857,7.6,5.5429,14.5429,106.153,109.053,0.506993,0.105979,0.24424,0.240093,-6
102.347,46,19.3472,7.1389,3.6111,13.0139,101.458,42.5,21.5417,7.2222,4.3056,13.1806,108.254,108.392,0.533333,0.111152,0.266968,0.206897,103,43.8451,21.2817,7.0845,5.3099,12.0141,100.803,44.4507,23.1268,6.7887,5.5915,13.1549,109.521,106.458,0.490453,0.120337,0.20362,0.205251,-2
102.479,46.2192,19.3836,7.0959,3.6438,13.0274,101.507,42.4932,21.5753,7.2329,4.274,13.0959,108.349,108.365,0.531674,0.112506,0.290179,0.18552,102.822,41.7534,25.6164,9.2877,5.6849,14.5616,98.9726,46.1096,21.9863,8.5068,5.0685,15.6438,108.077,103.737,0.528736,0.130553,0.211268,0.158621,-2
102.378,46.3108,19.4595,7.027,3.6486,13,101.649,42.4459,21.7432,7.2162,4.3108,12.973,108.26,108.478,0.507991,0.10594,0.276316,0.19863,110.351,48.4459,23,7.2703,6.0405,15.2703,102.716,40.0676,21.473,8.6622,4.5541,12.5,115.171,107.525,0.525287,0.117396,0.260465,0.204598,-2
102.187,46.4,19.4667,7.0133,3.6533,13.04,101.387,42.48,21.6667,7.2533,4.3467,13.0533,108.097,108.212,0.479118,0.123627,0.283186,0.213457,103.04,43.0267,22.4267,6.84,3.7067,12.36,103.747,46.16,22.0133,7.5467,4.5067,13.44,109.684,109.761,0.548309,0.126139,0.215686,0.229469,-6
101.823,46.3165,19.4684,7.0127,3.6329,12.962,101.304,42.6582,21.6582,7.1772,4.4684,12.9494,107.958,108.265,0.475581,0.114774,0.252174,0.160465,103.756,41.6538,24.4487,8.6282,4,13.859,104.564,44.2436,22.5897,8.0385,4.3333,15.6154,107.66,108.647,0.524775,0.122833,0.248889,0.202703,-6
101.95,46.2875,19.4375,6.9875,3.6125,12.95,101.275,42.575,21.625,7.15,4.425,12.9375,108.141,108.239,0.505952,0.109313,0.227907,0.183333,100.213,44.1875,21,6.7625,6.45,13.2875,98.475,41.2,20.275,7.45,4.125,12.2875,109.519,106.52,0.560386,0.107842,0.21164,0.214976,2
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.524942,0.12418,0.246053,0.204617,102.719,42.6098,22.1707,7.7195,4.1707,13.0366,106.512,44.4146,23.1585,7.3415,5.1585,13.2073,107.932,112.352,0.516039,0.115313,0.21676,0.209296,-11
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.524942,0.12418,0.246053,0.204617,99.0976,41.622,20.6951,8.8293,4.2683,12.6951,101.341,43.1829,21.8537,7.0244,5.7195,15.4512,107.493,110.65,0.501055,0.128849,0.253099,0.252789,-10
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.524942,0.12418,0.246053,0.204617,104.5,42.0488,22.8415,8.6463,5.6098,12.3902,100.219,46.6951,21.2195,7.1098,3.1585,14.6829,111.563,105.865,0.510094,0.128165,0.239777,0.22323,-8
117.6,49.6,28.2,8.2,6.6,12.8,96.8,43,21.4,6,5.4,14.2,118.951,97.0821,0.493289,0.131292,0.298246,0.252796,96,45.8,21.4,6.6,6,15,100.4,45.2,21.6,8.8,6.8,14.4,102.107,106.587,0.437793,0.129069,0.280335,0.234742,-18
115.714,49.5714,29.7143,9.1429,5.8571,14.5714,97.4286,43.4286,22.2857,7.4286,5,15.8571,115.976,97.0462,0.530067,0.140671,0.271111,0.195991,99.6667,51,17,7.5,3.6667,14.3333,94,42.6667,19,8.1667,4.5,16.5,104.918,99.0391,0.459491,0.150336,0.270833,0.162037,-13
114.8,45.7,29.3,9.7,6,15.2,97.7,43.3,20.7,7.9,4.4,16.5,116.168,98.8719,0.501168,0.159269,0.299065,0.21729,94.2222,44.4444,21.1111,6.7778,5.1111,15.1111,103.222,42.5556,23.4444,9,5.5556,13.7778,100.938,110.696,0.485327,0.116338,0.25,0.162528,-16
114.091,46.0909,29.4545,9.6364,6.3636,15.0909,97.8182,43.9091,20.8182,8.2727,4.3636,16.0909,115.302,98.7205,0.483796,0.150219,0.285714,0.212963,102,46.5455,18.9091,9.1818,4.1818,14.3636,97.0909,40.4545,21.9091,7.9091,5.6364,14.2727,108.697,103.89,0.507371,0.124275,0.275229,0.250614,-10
114.923,45,29.6923,9.2308,6.1538,15.7692,100.231,42.9231,20.6154,8.6923,4,15.7692,116.44,101.512,0.516588,0.139655,0.253521,0.244076,101.091,47.5455,22.2727,6.4545,6.2727,13.8182,98.8182,49.3636,21.0909,7.1818,6,11.7273,103.708,101.405,0.427313,0.108165,0.227799,0.193833,-9
114.533,45.3333,29.4,9.4667,6.2667,16.0667,100.133,42.8,20.8667,8.8667,3.8,15.7333,116.6,101.623,0.537209,0.139087,0.242009,0.204651,98.2308,43.3846,18.8462,6.4615,5.6154,14.2308,105.385,47.6923,23.2308,6.6923,5.1538,11.2308,102.522,111.728,0.462651,0.121933,0.246696,0.257831,-17
115.529,45.9412,29.7059,9.2941,6.4118,16,99.7059,42.1765,20.5882,9.0588,3.5882,15.5294,117.845,101.196,0.536613,0.118654,0.226087,0.196796,105.118,44.4118,24.0588,8.4118,3.8235,16.1176,108.412,43.7647,23.8824,8.7647,5.6471,15.7647,106.98,110.439,0.509934,0.121061,0.24359,0.178808,-17
115.28,47.12,28.64,8.4,6.76,15.68,102.2,42.56,21.48,9.04,3.92,14.4,118.014,102.91,0.492769,0.110375,0.229839,0.165289,104.846,43.9231,20.7692,9.2308,4.3846,16,105,43.3846,21.5,8.8462,4.2308,15.8077,107.267,108.436,0.523981,0.142192,0.247619,0.189448,-12
115.769,47.1923,28.7692,8.5385,6.6538,15.7308,102.231,42.5,21.7308,9.1154,3.9231,14.6154,118.241,102.618,0.515593,0.126979,0.22449,0.16632,95.2593,40.2222,23.1481,7.8148,5,14.6296,101.667,44.6667,22.8889,7.8889,5.4074,15.0741,103.953,110.587,0.519324,0.133993,0.243902,0.190821,-19
115.963,47.1481,28.8519,8.4815,6.5556,15.7037,102.593,42.4444,21.8519,9,4.037,14.6667,118.383,102.924,0.528184,0.128967,0.245833,0.194154,97.4615,42.4615,18.1154,8.2692,4.6923,13.8077,97,40.3846,18,7.5769,5.0769,14.3462,107.477,108.091,0.536193,0.115124,0.21229,0.329759,-14
115.5,46.8929,28.75,8.5357,6.6429,15.6786,101.964,42.3571,21.5714,9,4,14.8214,118.159,102.671,0.531385,0.132168,0.231111,0.190476,101.423,44.9231,22.9615,6.5769,3.8462,13.8846,95.1538,40.5385,20.1154,7.1538,4.8077,13.2692,109.979,103.374,0.459036,0.11971,0.24,0.180723,-7
114.586,46.9655,28.4828,8.4828,6.7586,15.6897,101.31,42.7931,21.2414,8.8966,4,14.6897,117.381,102.13,0.528169,0.141071,0.233333,0.232394,104.167,44.0333,24.3,8.3667,3.9667,16,106.767,44.5667,23.5333,9.1667,5.1333,15.7667,106.46,109.798,0.498821,0.136421,0.201835,0.195755,-15
114.062,46.9062,28.5625,8.5938,6.5312,15.7188,102.031,42.9375,21.25,8.9688,4.0312,14.6875,116.954,103.047,0.541463,0.146285,0.222222,0.229268,98.9091,44.2727,22.2424,7.2424,4.7879,14.4242,103.788,42.8788,22.6667,8.3939,6.4242,13.8485,105.761,111.013,0.523419,0.135728,0.279621,0.161592,-15
113.97,46.9091,28.7273,8.6061,6.4848,15.6364,102.212,43.2121,21.4242,8.9091,3.9091,14.6364,116.91,103.2,0.548426,0.141513,0.222222,0.225182,101.849,43.6061,21.3939,7.2121,5.9091,11.9394,100.091,45.1818,23.1515,6.7273,5.0606,13.5455,108.709,105.674,0.472684,0.100469,0.254386,0.28266,-12
114.513,46.8919,29.1081,8.3243,6.6216,15.4054,102.324,43.1892,21.2162,8.8649,3.8108,14.1892,117.608,103.341,0.493363,0.0985592,0.197425,0.19469,96.973,43.1892,19.6757,6.5676,6.7838,13,94.8108,42.2432,19.9189,7.3243,3.973,12.4324,108.094,104.005,0.455399,0.113396,0.25,0.171362,-15
114.308,46.7436,28.8974,8.2564,6.5897,15.1795,102.59,43.4359,21.4872,8.641,3.7949,14.0513,117.422,103.712,0.456858,0.0925344,0.222222,0.269911,96.7,43.15,18.5,7.55,4.5,13.275,105.525,47.475,23.75,7.375,5.475,12.775,102.149,112.491,0.43922,0.103682,0.258333,0.240826,-18
114.558,46.7209,28.8837,8.2558,6.5349,14.907,102.419,43.7907,21.2326,8.4884,3.9535,14.0233,117.706,103.661,0.48337,0.115296,0.279661,0.215078,102.548,43.5714,20.2381,9.5238,4.381,14.8333,99.4524,45.3571,20.1667,8.2857,4.6429,16.2381,106.777,103.659,0.509501,0.14711,0.26484,0.27791,-13
114.727,46.7955,28.9318,8.2727,6.4773,14.9545,102.591,43.7955,21.25,8.5455,3.9545,14,117.811,103.79,0.503304,0.121917,0.286325,0.189427,104.25,45.1818,25.2045,8.3864,5.9091,12.8636,89.75,39.3182,20.7045,7,3.5909,14.1591,113.974,97.9023,0.470862,0.101033,0.220721,0.20979,-5
114.844,46.7556,28.9778,8.4222,6.4,15.0889,102.311,43.6667,21.2444,8.6,3.9556,14.2444,117.788,103.492,0.504415,0.124706,0.282609,0.198675,100.957,43.3404,21.6809,6.8936,3.6596,12.7872,101.191,45.9149,21.5319,7.617,4.2979,13.6383,107.616,107.252,0.503409,0.0959905,0.209524,0.209091,-18
115.367,46.8163,29.3878,8.3061,6.3061,15.2449,102.694,43.2245,21.3061,8.7959,3.8776,13.9796,118.235,103.895,0.538724,0.114877,0.186364,0.216401,109.686,47.8235,22.2353,7.6078,6.3922,15,101.647,40.2549,20.7451,8.3529,4.7255,13.1765,115.133,106.175,0.541387,0.114863,0.294118,0.241611,-8
115.38,46.8,29.28,8.28,6.26,15.14,102.8,43.36,21.32,8.82,3.9,14,118.221,103.976,0.528825,0.0953375,0.189655,0.192905,104.943,42.6226,21.5283,9.9623,5.1698,15.4717,106.302,45.0189,24.5472,9.0566,5.2642,15.6981,109.323,111.209,0.510817,0.152471,0.241071,0.269231,-14
115.431,46.2931,29.069,8.4655,6.0862,15.0517,104.121,43.9655,21.569,8.7759,4.0345,14.1897,117.576,104.844,0.506637,0.136902,0.258929,0.199115,102.233,41.6333,25.5333,9.4167,5.6333,14.7333,99.65,45.9333,22.2833,8.65,5.2333,15.8667,107.379,104.438,0.496629,0.143256,0.196507,0.134831,-6
115.322,46.3729,29.0508,8.5085,6.0339,14.9831,104.136,43.9322,21.6271,8.7797,4.0508,14.2373,117.441,104.908,0.493492,0.130526,0.266376,0.195228,110.115,47.9344,22.6721,7.377,6.2295,15.0984,103,40.3934,21.4262,8.5082,4.5902,12.7541,114.993,107.561,0.501048,0.102187,0.305556,0.178197,-8
115.082,46.3115,29.1639,8.4918,5.9344,14.9508,104.295,43.918,21.6557,8.7377,4.082,14.1803,117.199,105.19,0.521598,0.115485,0.251142,0.196544,100.639,44.2459,23.2787,8.1475,4.9344,13.9836,102.18,44.0656,22.9836,7.6557,5.7377,14.4262,106.101,108.343,0.502268,0.110849,0.201754,0.231293,-16
115.145,46.371,29.129,8.5645,5.9516,15.0968,104.436,43.8871,21.6935,8.8226,4.0645,14.1935,117.123,105.205,0.537199,0.130423,0.259091,0.19256,97.6825,43.0317,18.5873,7.7143,5.3016,14.127,97.0794,40.4127,18.7937,7.8095,4.7937,13.4444,107.848,107.602,0.468085,0.108505,0.227679,0.189125,-14
115.143,46.254,29.2381,8.5873,5.9683,15.0952,104.27,43.8571,21.6825,8.8254,4.0635,14.254,117.266,105.148,0.560674,0.123949,0.234742,0.173034,103.815,45.6615,21.1231,6.6923,4.3385,14.1538,102.923,43.3538,21.1231,7.6154,5.0154,12.5385,110.306,109.853,0.495402,0.10335,0.258772,0.289655,-14
115.344,46.4062,29.1406,8.5312,5.9688,14.9844,104.391,43.7812,21.6562,8.75,4.0625,14.1562,117.545,105.368,0.583527,0.12014,0.230769,0.213457,100.462,43.5077,20.3231,7.8308,3.8308,16.0615,107.815,44.0462,22.4308,9.4923,5.2462,14.3846,104.331,113.112,0.481982,0.105716,0.22449,0.173423,-19
115.462,46.3385,29.1231,8.4923,6.0154,14.8769,104.569,43.8308,21.7692,8.6615,4.0462,14.1231,117.713,105.539,0.575935,0.119643,0.238318,0.242991,102.692,42.7077,21.8923,7.7692,4.6615,12.8923,105.954,44.8462,22.6154,7.1385,5.0462,13.2923,107.508,111.49,0.513483,0.0970106,0.150862,0.220225,-16
115.606,46.3333,29.1364,8.4545,6.0152,14.9242,104.606,43.7727,21.7121,8.7424,4.0303,14.0303,117.878,105.642,0.601896,0.131988,0.245098,0.241706,99.1176,44.0588,20.2647,5.7059,5.6176,12.5294,101.353,44.1176,20.5882,7.0735,4.2647,10.8676,107.709,109.776,0.493135,0.0933049,0.21875,0.15103,-15
115.271,46.2143,29.2143,8.5,6.0714,14.7857,104.171,43.7571,21.8571,8.5714,4.1143,13.9857,117.771,105.589,0.538824,0.13573,0.270936,0.214118,104.594,41.9275,22.6232,8.3333,5.5507,12.5217,101.058,46.5652,21.5652,7.0435,3.1304,14.6522,111.201,106.629,0.530303,0.134878,0.29,0.267677,-11
115.254,46.2676,29.1268,8.507,6.0563,14.7465,104.085,43.7887,21.8451,8.5634,4.1549,13.9296,117.78,105.557,0.516241,0.124224,0.262443,0.215777,102.944,43.0845,22.3662,6.8028,3.7042,12.4648,103.423,46.3944,21.8592,7.507,4.493,13.3662,109.447,109.321,0.52069,0.128921,0.230415,0.218391,-17
115.431,46.1806,29.1389,8.5,6.1111,14.6389,104.306,43.8889,21.9722,8.4861,4.1806,13.8889,118.022,105.802,0.516355,0.115758,0.235556,0.240654,97.0548,41.3562,21.0822,8.3151,6.1507,16.1096,107.493,46.8904,23.2055,8.7397,5.6986,14.4247,100.969,111.708,0.468531,0.104342,0.190283,0.240093,-22
115.452,46.1507,29.1781,8.5068,6.0822,14.6849,104.315,43.7945,22.0411,8.5068,4.1644,13.863,118.029,105.874,0.541866,0.127929,0.231132,0.232057,103.452,41.2466,24.137,8.7671,3.8767,13.7945,104.356,44.0822,22.411,7.9726,4.3151,15.7397,107.532,108.66,0.507883,0.130001,0.207373,0.153153,-13
115.107,46.2667,29.0133,8.5067,6.08,14.7467,104.067,43.9867,21.9867,8.5067,4.1733,13.92,117.549,105.535,0.540046,0.12162,0.210526,0.194508,105.6,45.1867,24.0133,9.2667,4.2667,13.6133,102.32,46.1733,20.6533,7.52,5.4,15.76,108.406,105.602,0.520047,0.130553,0.24186,0.20283,-12
114.987,46.1974,28.9605,8.5526,6.0921,14.8421,104.132,43.9868,22.0658,8.5263,4.1316,13.9211,117.416,105.594,0.548499,0.139655,0.204545,0.170901,104.727,45.7532,21.2338,6.7273,4.5584,14.026,103.779,43.7143,21.4805,7.6883,5.1169,12.5844,110.809,110.058,0.521327,0.135761,0.22831,0.225118,-12
115.26,46.1558,28.974,8.5065,6.1169,14.8052,104.221,43.8961,22.0779,8.5195,4.1299,13.9091,117.745,105.7,0.561201,0.147404,0.228972,0.163972,101.48,41.6234,23,7.7532,4.5065,14.3896,105.597,41.9351,22.4026,7.7532,5.2987,13.961,108.649,112.291,0.46962,0.143821,0.24878,0.225316,-15
115.282,46.1538,29.0513,8.5128,6.1026,14.9103,104.474,43.8462,22.1795,8.5897,4.1538,13.9487,117.567,105.824,0.551339,0.152302,0.22973,0.140625,103.987,43.987,24.7013,8.1948,5.961,12.5974,92.5065,40.1429,20.7273,7.1818,3.8312,14.2857,114.093,100.669,0.509021,0.14269,0.26943,0.234536,-6
114.765,46.1358,28.8642,8.4198,6.0617,14.8395,104.136,43.9383,22.1975,8.6173,4.1358,13.7901,117.366,105.814,0.52967,0.120244,0.270742,0.149451,99.037,41.642,20.642,8.7901,4.3086,12.6914,101.049,43.0864,21.6914,7.0247,5.7037,15.4321,107.552,110.383,0.52451,0.101845,0.264151,0.272059,-18
106.549,43.061,22.2073,10.0122,5.2439,15.2439,106.354,44.6341,24.5732,8.9512,4.9268,15.7683,110.636,110.949,0.522866,0.139371,0.260006,0.234489,101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.503252,0.125745,0.24415,0.223876,-11
106.549,43.061,22.2073,10.0122,5.2439,15.2439,106.354,44.6341,24.5732,8.9512,4.9268,15.7683,110.636,110.949,0.522866,0.139371,0.260006,0.234489,114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.524942,0.12418,0.246053,0.204617,1
106.549,43.061,22.2073,10.0122,5.2439,15.2439,106.354,44.6341,24.5732,8.9512,4.9268,15.7683,110.636,110.949,0.522866,0.139371,0.260006,0.234489,110.219,48.622,22.9634,7.3537,5.939,15.4756,102.939,40.1951,21.5488,8.7683,4.5488,12.5244,114.96,107.833,0.505287,0.120124,0.280011,0.22012,5
106.549,43.061,22.2073,10.0122,5.2439,15.2439,106.354,44.6341,24.5732,8.9512,4.9268,15.7683,110.636,110.949,0.522866,0.139371,0.260006,0.234489,102.061,43.3171,23.5732,8.2073,5.0854,13.5976,103.683,44.2927,23.1585,7.561,5.4634,14.5366,107.393,109.645,0.514939,0.126666,0.241854,0.199285,-9
102.857,43.5714,20.7143,9.4286,5,16.4286,108.571,45.8571,25.1429,10,6,15.1429,104.521,111.352,0.513514,0.121798,0.255411,0.218468,90.4286,42.2857,20.1429,7,4.4286,15.7143,102.857,41.1429,23,8.7143,5.4286,14.7143,97.7721,111.527,0.490244,0.132475,0.239437,0.214634,-12
101.778,43.3333,21,9.4444,5.7778,15.7778,108.111,47.4444,25.1111,9.4444,6.3333,15,103.999,111.56,0.498884,0.123033,0.277311,0.205357,100.778,46.4444,21.4444,6.1111,3,12.1111,101.111,47.8889,19.5556,7,5.7778,13.1111,105.653,104.701,0.513221,0.114567,0.173516,0.245192,-8
101.4,43.3,21.1,9.4,5.7,15.4,108.3,47.2,25,9.1,6.4,14.6,104.007,111.722,0.478604,0.113234,0.256198,0.209459,101.556,44.8889,23.3333,11.3333,5.3333,16,96,44.3333,19.5556,9.3333,4.4444,18.6667,103.668,99.2589,0.457845,0.143021,0.266968,0.215457,-5
