Team,Game,Date,Opponent,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
DAL,18,11/20/2017,BOS,102,110,39,96,0.406,7,33,0.212,17,20,0.85,8,45,18,7,3,11,22,38,84,0.452,13,36,0.361,21,26,0.808,5,53,24,8,4,17,24
DAL,20,11/25/2017,OKC,97,81,37,75,0.493,15,35,0.429,8,11,0.727,8,43,25,11,5,17,18,29,80,0.363,13,35,0.371,10,13,0.769,8,39,24,12,1,17,16
DAL,22,11/29/2017,BRK,104,109,39,84,0.464,9,27,0.333,17,21,0.81,7,44,26,5,3,11,23,42,90,0.467,11,29,0.379,14,25,0.56,14,52,25,5,1,14,21
DAL,23,12/2/2017,LAC,108,82,36,79,0.456,16,35,0.457,20,26,0.769,15,54,24,4,7,15,20,30,86,0.349,6,22,0.273,16,23,0.696,11,38,16,8,6,10,20
DAL,24,12/4/2017,DEN,122,105,49,86,0.57,12,26,0.462,12,17,0.706,5,42,26,4,6,7,18,38,91,0.418,14,36,0.389,15,23,0.652,15,49,25,5,5,7,19
DAL,28,12/12/2017,SAS,95,89,38,89,0.427,9,24,0.375,10,12,0.833,8,49,17,8,2,6,19,35,87,0.402,7,28,0.25,12,19,0.632,10,49,20,4,5,10,11
DAL,31,12/18/2017,PHO,91,97,32,88,0.364,11,37,0.297,16,17,0.941,8,42,21,10,5,15,18,35,79,0.443,10,25,0.4,17,22,0.773,7,49,17,9,6,18,25
DAL,32,12/20/2017,DET,110,93,40,75,0.533,14,30,0.467,16,20,0.8,4,37,22,6,7,12,17,33,77,0.429,7,24,0.292,20,22,0.909,6,38,19,4,2,12,19
DAL,35,12/26/2017,TOR,98,93,40,94,0.426,6,24,0.25,12,16,0.75,16,56,20,5,11,13,24,30,89,0.337,9,29,0.31,24,32,0.75,16,53,16,10,7,10,24
DAL,39,1/3/2018,GSW,122,125,43,90,0.478,19,43,0.442,17,22,0.773,7,40,29,6,2,12,17,48,91,0.527,13,32,0.406,16,19,0.842,7,46,36,8,7,14,21
DAL,40,1/5/2018,CHI,124,127,49,92,0.533,14,32,0.438,12,17,0.706,7,34,33,11,2,13,24,44,78,0.564,14,28,0.5,25,32,0.781,8,42,25,9,3,18,19
DAL,41,1/7/2018,NYK,96,100,35,92,0.38,6,24,0.25,20,24,0.833,9,40,22,7,3,7,20,38,83,0.458,6,16,0.375,18,20,0.9,10,59,22,4,6,16,23
DAL,42,1/9/2018,ORL,114,99,43,83,0.518,9,26,0.346,19,22,0.864,5,38,27,6,2,4,22,36,79,0.456,11,29,0.379,16,22,0.727,9,41,27,2,4,13,23
DAL,44,1/13/2018,LAL,101,107,34,90,0.378,11,43,0.256,22,28,0.786,4,39,20,5,1,8,17,43,95,0.453,8,26,0.308,13,18,0.722,11,59,24,4,0,14,31
DAL,47,1/22/2018,WAS,98,75,38,87,0.437,10,31,0.323,12,17,0.706,9,52,20,9,9,11,21,26,86,0.302,7,32,0.219,16,27,0.593,17,47,15,7,5,12,18
DAL,48,1/24/2018,HOU,97,104,35,82,0.427,15,35,0.429,12,18,0.667,9,49,24,5,2,13,21,36,82,0.439,21,51,0.412,11,23,0.478,7,43,20,8,3,9,19
DAL,49,1/26/2018,POR,93,107,35,89,0.393,10,30,0.333,13,17,0.765,8,37,17,9,3,5,19,39,79,0.494,10,30,0.333,19,23,0.826,10,54,20,4,6,14,17
DAL,51,1/29/2018,MIA,88,95,33,86,0.384,8,29,0.276,14,16,0.875,11,40,20,10,3,12,22,34,75,0.453,12,31,0.387,15,19,0.789,11,41,23,9,11,16,19
DAL,56,2/10/2018,LAL,130,123,48,89,0.539,12,27,0.444,22,27,0.815,10,40,32,8,3,9,21,46,84,0.548,16,34,0.471,15,22,0.682,9,37,29,7,0,17,25
DAL,58,2/13/2018,SAC,109,114,38,83,0.458,15,40,0.375,18,23,0.783,4,37,29,4,4,9,15,47,87,0.54,12,29,0.414,8,12,0.667,5,38,30,6,4,9,19
DAL,61,2/26/2018,IND,109,103,40,88,0.455,14,37,0.378,15,18,0.833,7,44,20,9,3,10,21,41,87,0.471,5,20,0.25,16,23,0.696,9,50,22,6,4,12,19
DAL,62,2/28/2018,OKC,110,111,44,91,0.484,13,36,0.361,9,15,0.6,8,36,30,11,1,16,22,42,93,0.452,10,36,0.278,17,19,0.895,19,56,19,7,2,22,24
DAL,64,3/4/2018,NOP,109,126,40,90,0.444,10,23,0.435,19,25,0.76,10,43,25,5,2,12,20,49,91,0.538,12,26,0.462,16,21,0.762,6,47,27,9,4,11,21
DAL,65,3/6/2018,DEN,118,107,43,90,0.478,15,27,0.556,17,23,0.739,9,51,24,8,3,15,20,38,92,0.413,11,36,0.306,20,26,0.769,11,49,23,5,8,14,16
DAL,66,3/10/2018,MEM,114,80,37,77,0.481,10,29,0.345,30,35,0.857,9,52,21,8,3,10,18,30,84,0.357,7,18,0.389,13,17,0.765,9,41,19,4,4,14,24
DAL,67,3/11/2018,HOU,82,105,33,94,0.351,5,31,0.161,11,18,0.611,17,53,27,5,2,10,18,39,84,0.464,17,45,0.378,10,14,0.714,6,45,21,5,5,11,22
DAL,72,3/22/2018,UTA,112,119,42,85,0.494,17,32,0.531,11,14,0.786,8,35,22,5,7,14,16,46,87,0.529,12,29,0.414,15,16,0.938,8,39,32,11,6,11,19
DAL,73,3/24/2018,CHO,98,102,36,91,0.396,12,41,0.293,14,19,0.737,5,52,22,10,6,12,22,35,92,0.38,12,25,0.48,20,29,0.69,13,62,21,10,4,13,14
DAL,76,3/30/2018,MIN,92,93,38,86,0.442,11,28,0.393,5,7,0.714,6,46,22,5,5,14,17,35,83,0.422,8,25,0.32,15,17,0.882,6,44,14,10,6,9,13
DAL,78,4/3/2018,POR,115,109,42,92,0.457,17,44,0.386,14,20,0.7,8,43,27,8,5,7,16,39,87,0.448,10,40,0.25,21,24,0.875,5,46,28,6,2,13,20
DAL,82,4/10/2018,PHO,97,124,37,96,0.385,8,33,0.242,15,22,0.682,18,40,20,8,1,9,19,48,76,0.632,13,26,0.5,15,21,0.714,5,45,35,6,5,14,16
DEN,2,10/21/2017,SAC,96,79,37,85,0.435,10,30,0.333,12,20,0.6,18,58,25,7,2,16,19,31,85,0.365,8,22,0.364,9,13,0.692,12,39,15,6,3,13,21
DEN,3,10/23/2017,WAS,104,109,39,80,0.488,8,23,0.348,18,23,0.783,9,44,27,5,2,23,22,37,84,0.44,9,30,0.3,26,28,0.929,10,38,24,13,3,15,24
DEN,8,11/1/2017,TOR,129,111,47,88,0.534,16,32,0.5,19,29,0.655,9,43,35,9,4,12,20,42,85,0.494,11,31,0.355,16,25,0.64,9,38,20,7,4,13,25
DEN,9,11/3/2017,MIA,95,94,36,80,0.45,9,23,0.391,14,25,0.56,13,41,17,9,6,17,16,36,77,0.468,15,37,0.405,7,11,0.636,8,41,23,9,6,23,24
DEN,10,11/4/2017,GSW,108,127,40,87,0.46,6,24,0.25,22,27,0.815,9,46,26,9,6,17,18,50,91,0.549,18,40,0.45,9,17,0.529,7,41,38,13,4,13,23
DEN,11,11/7/2017,BRK,112,104,44,93,0.473,9,34,0.265,15,20,0.75,9,47,26,16,9,19,21,38,89,0.427,11,35,0.314,17,22,0.773,8,47,22,12,6,25,16
DEN,12,11/9/2017,OKC,102,94,38,82,0.463,9,27,0.333,17,22,0.773,14,45,27,7,7,18,15,38,90,0.422,11,30,0.367,7,14,0.5,18,44,16,15,7,16,23
DEN,13,11/11/2017,ORL,125,107,46,87,0.529,12,29,0.414,21,27,0.778,13,50,29,9,4,12,16,41,87,0.471,11,31,0.355,14,20,0.7,8,36,24,7,5,12,19
DEN,15,11/17/2017,NOP,146,114,56,89,0.629,18,35,0.514,16,21,0.762,13,48,37,5,4,14,15,48,91,0.527,12,33,0.364,6,10,0.6,8,29,32,2,0,13,19
DEN,19,11/24/2017,MEM,104,92,40,79,0.506,9,32,0.281,15,26,0.577,15,50,24,9,4,21,18,36,73,0.493,9,24,0.375,11,16,0.688,3,23,28,10,3,18,21
DEN,21,11/30/2017,CHI,111,110,38,83,0.458,12,31,0.387,23,31,0.742,11,44,22,7,4,12,19,44,82,0.537,9,24,0.375,13,21,0.619,6,40,25,4,4,11,27
DEN,22,12/2/2017,LAL,115,100,40,87,0.46,12,31,0.387,23,28,0.821,9,39,26,8,6,12,19,38,86,0.442,9,30,0.3,15,21,0.714,17,52,21,5,2,21,24
DEN,29,12/15/2017,NOP,117,111,46,100,0.46,16,36,0.444,9,14,0.643,11,48,30,12,4,15,17,43,91,0.473,15,34,0.441,10,14,0.714,7,42,27,8,8,19,15
DEN,31,12/20/2017,MIN,104,112,36,72,0.5,13,28,0.464,19,24,0.792,8,42,27,6,5,21,18,43,87,0.494,8,24,0.333,18,19,0.947,8,37,28,12,2,8,20
DEN,34,12/26/2017,UTA,107,83,39,81,0.481,11,30,0.367,18,22,0.818,10,53,23,3,1,9,21,27,84,0.321,10,35,0.286,19,23,0.826,12,42,19,7,0,7,22
DEN,36,12/30/2017,PHI,102,107,35,87,0.402,7,32,0.219,25,34,0.735,10,48,18,10,9,13,12,45,93,0.484,8,24,0.333,9,10,0.9,7,41,34,6,3,13,25
DEN,37,1/3/2018,PHO,134,111,51,82,0.622,12,27,0.444,20,22,0.909,8,48,35,8,9,20,16,39,92,0.424,13,35,0.371,20,28,0.714,14,35,26,12,1,12,18
DEN,38,1/5/2018,UTA,99,91,38,86,0.442,14,35,0.4,9,16,0.563,4,37,24,9,1,10,11,38,84,0.452,12,33,0.364,3,6,0.5,8,53,26,7,5,17,16
DEN,41,1/10/2018,ATL,97,110,38,95,0.4,9,37,0.243,12,20,0.6,14,40,27,13,6,12,18,40,80,0.5,12,27,0.444,18,18,1,6,44,25,6,4,16,23
DEN,42,1/12/2018,MEM,87,78,27,70,0.386,7,22,0.318,26,32,0.813,12,47,15,8,3,14,18,30,77,0.39,7,24,0.292,11,14,0.786,8,36,17,8,5,14,28
DEN,44,1/16/2018,DAL,105,102,40,86,0.465,8,26,0.308,17,26,0.654,15,47,23,10,3,18,23,38,78,0.487,8,27,0.296,18,22,0.818,5,35,17,10,3,16,24
DEN,46,1/19/2018,PHO,100,108,35,78,0.449,14,36,0.389,16,21,0.762,7,42,23,7,5,16,20,40,81,0.494,14,33,0.424,14,20,0.7,4,37,28,9,6,11,21
DEN,47,1/22/2018,POR,104,101,34,83,0.41,10,30,0.333,26,33,0.788,14,49,23,7,8,15,20,36,85,0.424,8,25,0.32,21,26,0.808,11,44,19,11,6,11,22
DEN,48,1/25/2018,NYK,130,118,48,80,0.6,14,28,0.5,20,24,0.833,2,32,36,3,2,13,20,45,82,0.549,8,21,0.381,20,24,0.833,3,33,32,9,5,10,20
DEN,49,1/27/2018,DAL,91,89,34,81,0.42,12,33,0.364,11,15,0.733,9,53,23,6,8,14,21,34,85,0.4,11,31,0.355,10,19,0.526,8,43,17,8,5,8,15
DEN,50,1/29/2018,BOS,110,111,42,93,0.452,10,33,0.303,16,21,0.762,15,47,31,4,3,10,14,43,91,0.473,17,36,0.472,8,10,0.8,10,40,28,4,6,9,19
DEN,52,2/1/2018,OKC,127,124,50,97,0.515,15,38,0.395,12,17,0.706,9,43,32,3,10,11,17,51,98,0.52,9,28,0.321,13,17,0.765,9,40,34,5,6,7,18
DEN,53,2/3/2018,GSW,115,108,39,91,0.429,12,29,0.414,25,29,0.862,16,48,28,7,0,15,17,43,86,0.5,8,31,0.258,14,23,0.609,11,42,28,9,10,13,23
DEN,54,2/5/2018,CHO,121,104,46,81,0.568,18,34,0.529,11,13,0.846,5,41,30,10,2,11,15,39,77,0.506,11,26,0.423,15,24,0.625,5,36,21,7,1,10,16
DEN,57,2/13/2018,SAS,117,109,46,93,0.495,10,32,0.313,15,18,0.833,11,35,29,10,3,11,18,44,82,0.537,6,22,0.273,15,22,0.682,10,42,24,6,7,18,22
DEN,59,2/23/2018,SAS,122,119,48,97,0.495,12,32,0.375,14,19,0.737,18,52,33,5,3,11,27,43,85,0.506,5,16,0.313,28,39,0.718,11,38,28,4,4,7,20
DEN,60,2/25/2018,HOU,114,119,44,91,0.484,10,29,0.345,16,24,0.667,12,36,33,13,6,13,27,39,77,0.506,15,35,0.429,26,32,0.813,11,42,18,7,3,18,23
DEN,61,2/27/2018,LAC,120,122,43,87,0.494,10,31,0.323,24,30,0.8,11,41,27,11,7,20,27,46,89,0.517,7,26,0.269,23,31,0.742,13,43,26,12,7,18,25
DEN,65,3/7/2018,CLE,108,113,42,86,0.488,10,27,0.37,14,18,0.778,14,51,22,7,2,21,16,44,87,0.506,13,29,0.448,12,18,0.667,7,35,25,10,4,10,19
DEN,66,3/9/2018,LAL,125,116,42,83,0.506,15,31,0.484,26,30,0.867,7,36,30,10,6,12,16,45,92,0.489,14,35,0.4,12,16,0.75,12,44,25,8,6,15,23
DEN,67,3/11/2018,SAC,130,104,50,89,0.562,15,37,0.405,15,21,0.714,8,51,38,2,4,7,17,39,91,0.429,6,31,0.194,20,26,0.769,7,38,26,3,1,3,21
DEN,69,3/15/2018,DET,120,113,43,85,0.506,12,28,0.429,22,28,0.786,10,45,26,7,8,15,15,44,92,0.478,14,27,0.519,11,17,0.647,9,41,30,8,4,11,20
DEN,77,4/1/2018,MIL,128,125,40,90,0.444,11,36,0.306,37,46,0.804,17,57,27,2,8,17,23,45,100,0.45,12,33,0.364,23,27,0.852,11,45,27,9,3,9,37
DEN,78,4/3/2018,IND,107,104,41,89,0.461,10,32,0.313,15,20,0.75,13,49,31,10,8,16,19,41,84,0.488,9,19,0.474,13,16,0.813,6,35,23,11,4,13,24
DEN,79,4/5/2018,MIN,100,96,35,89,0.393,11,36,0.306,19,22,0.864,13,47,21,3,7,10,17,39,91,0.429,6,24,0.25,12,16,0.75,12,47,22,4,1,8,19
DEN,81,4/9/2018,POR,88,82,31,83,0.373,6,26,0.231,20,26,0.769,10,52,22,7,5,12,18,31,94,0.33,7,33,0.212,13,18,0.722,18,57,10,8,2,17,28
DET,1,10/18/2017,CHO,102,90,41,96,0.427,9,26,0.346,11,12,0.917,9,47,24,14,3,8,21,29,73,0.397,9,30,0.3,23,29,0.793,3,47,16,4,3,17,15
DET,4,10/23/2017,PHI,86,97,33,85,0.388,6,30,0.2,14,19,0.737,9,39,14,5,2,14,21,35,75,0.467,9,24,0.375,18,24,0.75,8,49,25,11,0,21,24
DET,5,10/25/2017,MIN,122,101,48,92,0.522,15,34,0.441,11,17,0.647,12,47,32,7,3,14,22,37,85,0.435,9,25,0.36,18,21,0.857,7,37,19,5,4,14,19
DET,9,11/3/2017,MIL,105,96,37,78,0.474,8,26,0.308,23,28,0.821,7,39,21,10,4,12,11,39,83,0.47,10,25,0.4,8,9,0.889,7,36,27,6,6,13,24
DET,10,11/4/2017,SAC,108,99,40,79,0.506,13,24,0.542,15,22,0.682,8,35,28,10,3,14,19,40,76,0.526,10,21,0.476,9,13,0.692,3,32,24,6,1,17,23
DET,11,11/8/2017,IND,114,97,43,83,0.518,12,27,0.444,16,25,0.64,8,50,25,3,5,15,22,38,88,0.432,7,24,0.292,14,18,0.778,7,38,22,8,3,15,24
DET,12,11/10/2017,ATL,111,104,39,89,0.438,12,30,0.4,21,27,0.778,20,51,23,7,5,17,18,44,89,0.494,8,24,0.333,8,11,0.727,11,45,28,11,7,15,21
DET,13,11/12/2017,MIA,112,103,42,87,0.483,14,28,0.5,14,20,0.7,11,54,24,2,5,13,17,39,90,0.433,13,37,0.351,12,16,0.75,7,39,25,8,5,9,22
DET,17,11/20/2017,CLE,88,116,34,77,0.442,13,30,0.433,7,13,0.538,7,34,23,7,2,14,19,42,80,0.525,16,33,0.485,16,17,0.941,7,42,28,4,2,11,14
DET,20,11/29/2017,PHO,131,107,51,89,0.573,13,28,0.464,16,21,0.762,5,44,31,11,6,19,22,39,84,0.464,7,22,0.318,22,28,0.786,8,37,21,11,4,19,19
DET,25,12/8/2017,GSW,98,102,38,92,0.413,12,27,0.444,10,19,0.526,15,49,20,8,2,11,17,39,81,0.481,7,26,0.269,17,22,0.773,5,45,29,5,15,14,19
DET,26,12/10/2017,BOS,81,91,28,84,0.333,10,33,0.303,15,19,0.789,11,46,14,7,4,9,16,33,79,0.418,11,30,0.367,14,18,0.778,9,50,16,4,4,13,18
DET,27,12/12/2017,DEN,84,103,28,79,0.354,9,25,0.36,19,22,0.864,11,40,17,7,2,20,16,40,79,0.506,10,30,0.333,13,14,0.929,6,44,27,8,3,17,15
DET,30,12/17/2017,ORL,114,110,42,89,0.472,17,34,0.5,13,16,0.813,7,39,27,11,3,13,17,41,85,0.482,17,33,0.515,11,17,0.647,8,40,27,6,4,16,16
DET,32,12/22/2017,NYK,104,101,38,88,0.432,10,25,0.4,18,25,0.72,15,44,19,8,5,11,11,44,97,0.454,8,24,0.333,5,6,0.833,16,51,25,6,9,14,20
DET,33,12/26/2017,IND,107,83,41,82,0.5,12,34,0.353,13,16,0.813,10,46,26,5,1,10,17,34,77,0.442,6,21,0.286,9,13,0.692,5,26,18,6,3,12,19
DET,35,12/30/2017,SAS,93,79,36,81,0.444,8,24,0.333,13,16,0.813,6,45,22,10,1,11,11,31,84,0.369,5,26,0.192,12,13,0.923,10,46,18,8,5,14,13
DET,38,1/6/2018,HOU,108,101,38,75,0.507,12,25,0.48,20,27,0.741,5,35,21,8,4,11,15,38,90,0.422,15,47,0.319,10,11,0.909,12,42,29,5,4,13,20
DET,42,1/15/2018,CHO,107,118,42,86,0.488,15,29,0.517,8,11,0.727,3,38,27,10,5,16,24,43,84,0.512,10,21,0.476,22,33,0.667,9,49,21,9,4,15,11
DET,44,1/19/2018,WAS,112,122,40,80,0.5,10,30,0.333,22,26,0.846,7,35,25,8,3,14,22,41,82,0.5,16,35,0.457,24,27,0.889,8,34,28,10,4,13,20
DET,45,1/21/2018,BRK,100,101,38,90,0.422,9,29,0.31,15,17,0.882,7,43,21,3,4,6,19,37,80,0.463,13,31,0.419,14,20,0.7,7,46,23,1,3,15,18
DET,46,1/24/2018,UTA,95,98,38,97,0.392,7,31,0.226,12,18,0.667,15,57,23,10,7,19,16,38,96,0.396,10,31,0.323,12,16,0.75,9,44,24,11,9,14,15
DET,47,1/27/2018,OKC,108,121,39,84,0.464,12,33,0.364,18,24,0.75,13,43,24,4,3,16,20,45,93,0.484,14,33,0.424,17,23,0.739,13,43,23,9,2,9,20
DET,49,1/30/2018,CLE,125,114,49,93,0.527,9,23,0.391,18,28,0.643,8,47,30,12,5,10,27,38,84,0.452,13,35,0.371,25,32,0.781,7,41,24,2,5,15,22
DET,50,2/1/2018,MEM,104,102,35,76,0.461,7,25,0.28,27,37,0.73,4,41,20,8,4,7,19,40,96,0.417,8,31,0.258,14,14,1,10,49,22,3,3,9,24
DET,51,2/3/2018,MIA,111,107,44,84,0.524,9,26,0.346,14,17,0.824,13,49,23,7,5,17,12,44,91,0.484,14,36,0.389,5,7,0.714,7,33,30,13,4,11,14
DET,52,2/5/2018,POR,111,91,44,88,0.5,15,30,0.5,8,12,0.667,10,51,36,7,4,14,14,37,94,0.394,10,33,0.303,7,8,0.875,13,45,18,9,5,13,14
DET,53,2/7/2018,BRK,115,106,44,92,0.478,9,24,0.375,18,25,0.72,8,46,20,10,3,7,12,39,90,0.433,17,51,0.333,11,12,0.917,8,50,33,4,6,19,20
DET,54,2/9/2018,LAC,95,108,36,88,0.409,10,31,0.323,13,17,0.765,7,40,22,5,5,9,16,42,91,0.462,10,30,0.333,14,15,0.933,14,57,23,6,3,9,16
DET,56,2/12/2018,NOP,103,118,35,95,0.368,9,35,0.257,24,32,0.75,14,54,18,5,3,14,19,44,100,0.44,14,34,0.412,16,16,1,10,53,31,6,7,11,25
DET,57,2/14/2018,ATL,104,98,35,83,0.422,13,33,0.394,21,25,0.84,10,47,26,3,5,16,18,38,89,0.427,6,33,0.182,16,19,0.842,8,43,25,9,4,11,21
DET,58,2/23/2018,BOS,98,110,37,85,0.435,10,33,0.303,14,21,0.667,12,45,16,4,4,13,18,41,85,0.482,17,39,0.436,11,18,0.611,10,42,30,8,5,11,22
DET,61,2/28/2018,MIL,110,87,42,95,0.442,9,29,0.31,17,22,0.773,22,57,26,9,0,9,20,28,73,0.384,8,24,0.333,23,28,0.821,6,35,16,7,3,13,20
DET,65,3/7/2018,TOR,119,121,44,90,0.489,13,26,0.5,18,23,0.783,9,51,27,2,7,16,23,45,101,0.446,12,40,0.3,19,21,0.905,11,47,33,9,7,9,20
DET,66,3/9/2018,CHI,99,83,38,81,0.469,9,27,0.333,14,18,0.778,11,50,22,8,9,16,13,33,93,0.355,9,31,0.29,8,10,0.8,10,42,19,11,0,13,19
DET,73,3/24/2018,CHI,117,95,43,87,0.494,16,42,0.381,15,18,0.833,12,49,33,6,7,13,11,39,97,0.402,11,35,0.314,6,9,0.667,14,44,27,10,1,12,20
DET,74,3/26/2018,LAL,112,106,44,100,0.44,13,33,0.394,11,15,0.733,10,50,21,4,2,7,26,40,85,0.471,6,23,0.261,20,25,0.8,6,47,29,3,7,10,20
DET,75,3/29/2018,WAS,103,92,41,84,0.488,6,21,0.286,15,20,0.75,10,44,26,9,3,16,14,37,89,0.416,6,32,0.188,12,15,0.8,12,43,28,9,6,15,19
DET,78,4/4/2018,PHI,108,115,39,88,0.443,16,36,0.444,14,23,0.609,9,42,30,4,5,17,19,44,89,0.494,13,30,0.433,14,19,0.737,7,44,32,11,3,13,17
DET,79,4/6/2018,DAL,113,106,46,92,0.5,12,30,0.4,9,17,0.529,6,49,24,6,4,11,19,40,92,0.435,13,39,0.333,13,18,0.722,10,46,26,7,5,12,20
DET,81,4/9/2018,TOR,98,108,35,78,0.449,9,30,0.3,19,25,0.76,4,33,22,7,2,3,11,46,87,0.529,12,39,0.308,4,4,1,8,48,27,3,5,9,17
GSW,1,10/17/2017,HOU,121,122,43,80,0.538,16,30,0.533,19,21,0.905,6,41,34,5,9,17,25,47,97,0.485,15,41,0.366,13,19,0.684,10,43,28,9,5,12,16
GSW,5,10/25/2017,TOR,117,112,43,77,0.558,12,26,0.462,19,22,0.864,6,37,32,10,7,17,15,43,94,0.457,8,34,0.235,18,19,0.947,17,42,30,10,6,16,16
GSW,6,10/27/2017,WAS,120,117,46,95,0.484,10,38,0.263,18,20,0.9,15,53,33,7,13,17,20,43,97,0.443,15,33,0.455,16,22,0.727,12,41,30,7,6,14,21
GSW,7,10/29/2017,DET,107,115,44,77,0.571,10,27,0.37,9,12,0.75,10,40,29,3,11,25,14,43,93,0.462,12,27,0.444,17,17,1,17,37,22,16,0,13,9
GSW,11,11/6/2017,MIA,97,80,32,87,0.368,11,32,0.344,22,24,0.917,13,51,20,12,10,14,21,30,83,0.361,8,26,0.308,12,17,0.706,7,44,19,10,6,20,20
GSW,12,11/8/2017,MIN,125,101,48,85,0.565,15,36,0.417,14,18,0.778,3,45,37,10,9,19,23,38,92,0.413,5,24,0.208,20,27,0.741,9,41,21,15,0,13,14
GSW,13,11/11/2017,PHI,135,114,48,82,0.585,14,27,0.519,25,26,0.962,4,39,31,15,11,22,23,44,94,0.468,12,28,0.429,14,20,0.7,13,38,30,10,2,19,19
GSW,14,11/13/2017,ORL,110,100,44,88,0.5,8,23,0.348,14,16,0.875,12,50,35,4,5,16,21,37,88,0.42,10,32,0.313,16,18,0.889,4,35,26,10,3,11,18
GSW,19,11/24/2017,CHI,143,94,53,91,0.582,16,36,0.444,21,21,1,6,49,36,11,11,11,15,35,99,0.354,13,36,0.361,11,15,0.733,13,40,18,7,2,15,17
GSW,20,11/25/2017,NOP,110,95,39,94,0.415,10,33,0.303,22,27,0.815,11,44,30,11,6,9,24,34,84,0.405,11,31,0.355,16,23,0.696,9,45,24,2,9,17,24
GSW,21,11/27/2017,SAC,106,110,40,80,0.5,16,37,0.432,10,14,0.714,9,36,31,9,6,14,15,42,79,0.532,9,17,0.529,17,21,0.81,11,36,27,7,6,13,15
GSW,28,12/11/2017,POR,111,104,44,80,0.55,10,20,0.5,13,17,0.765,6,42,26,5,9,14,16,37,88,0.42,7,28,0.25,23,25,0.92,12,39,14,11,2,9,18
GSW,29,12/14/2017,DAL,112,97,47,78,0.603,11,22,0.5,7,9,0.778,4,41,35,7,4,16,22,37,82,0.451,10,29,0.345,13,17,0.765,8,31,25,7,1,11,16
GSW,31,12/20/2017,MEM,97,84,34,74,0.459,7,21,0.333,22,25,0.88,14,44,26,9,8,16,19,28,84,0.333,12,31,0.387,16,19,0.842,15,41,20,10,6,16,23
GSW,32,12/22/2017,LAL,113,106,42,85,0.494,7,24,0.292,22,27,0.815,10,42,24,9,13,15,17,40,94,0.426,11,29,0.379,15,22,0.682,15,46,22,11,5,15,23
GSW,33,12/23/2017,DEN,81,96,32,84,0.381,3,27,0.111,14,17,0.824,11,38,25,14,8,16,14,38,82,0.463,7,28,0.25,13,15,0.867,10,45,25,10,4,18,14
GSW,34,12/25/2017,CLE,99,92,38,82,0.463,10,37,0.27,13,17,0.765,10,47,28,7,7,15,18,28,88,0.318,15,36,0.417,21,25,0.84,19,50,12,8,0,14,19
GSW,35,12/27/2017,UTA,126,101,51,86,0.593,11,23,0.478,13,17,0.765,4,50,37,8,7,16,18,37,92,0.402,6,23,0.261,21,27,0.778,10,43,21,10,2,13,22
GSW,36,12/29/2017,CHO,100,111,40,87,0.46,8,22,0.364,12,13,0.923,8,43,32,6,5,17,25,41,89,0.461,6,20,0.3,23,34,0.676,13,47,27,12,6,10,10
GSW,37,12/30/2017,MEM,141,128,50,85,0.588,18,33,0.545,23,25,0.92,7,38,37,3,6,10,17,49,94,0.521,15,21,0.714,15,22,0.682,13,38,29,6,0,7,22
GSW,41,1/8/2018,DEN,124,114,48,85,0.565,13,30,0.433,15,21,0.714,10,43,33,7,10,16,15,47,95,0.495,8,19,0.421,12,16,0.75,13,39,30,8,3,11,16
GSW,42,1/10/2018,LAC,106,125,38,79,0.481,8,23,0.348,22,26,0.846,4,33,26,9,6,16,21,46,94,0.489,11,24,0.458,22,28,0.786,11,46,24,9,3,14,19
GSW,48,1/23/2018,NYK,123,112,46,83,0.554,13,30,0.433,18,20,0.9,3,36,40,6,3,12,16,43,83,0.518,9,22,0.409,17,19,0.895,6,38,28,4,0,13,20
GSW,49,1/25/2018,MIN,126,113,48,89,0.539,21,37,0.568,9,15,0.6,11,47,37,9,8,15,17,46,101,0.455,6,20,0.3,15,18,0.833,13,43,25,9,3,10,15
GSW,50,1/27/2018,BOS,109,105,38,84,0.452,10,27,0.37,23,26,0.885,10,43,19,9,9,11,17,37,85,0.435,14,28,0.5,17,24,0.708,11,45,17,6,2,14,23
GSW,54,2/6/2018,OKC,105,125,37,76,0.487,8,28,0.286,23,31,0.742,10,45,27,7,8,25,24,44,93,0.473,12,31,0.387,25,33,0.758,10,40,17,14,3,12,28
GSW,55,2/8/2018,DAL,121,103,45,88,0.511,14,29,0.483,17,20,0.85,18,51,37,6,7,16,18,40,92,0.435,9,37,0.243,14,17,0.824,9,34,19,15,7,10,16
GSW,56,2/10/2018,SAS,122,105,48,85,0.565,12,27,0.444,14,15,0.933,11,44,35,5,6,16,18,43,94,0.457,5,27,0.185,14,19,0.737,11,34,30,8,5,10,13
