Team,Game,Date,Opponent,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
MIL,40,1/15/2015,NYK,95,79,28,72,0.389,8,18,0.444,31,42,0.738,14,44,21,13,2,15,17,28,68,0.412,8,22,0.364,15,20,0.75,5,36,22,5,6,21,32
MIL,41,1/19/2015,TOR,89,92,34,76,0.447,5,18,0.278,16,25,0.64,11,43,22,12,5,16,22,36,90,0.4,6,24,0.25,14,24,0.583,20,54,17,9,5,15,20
MIL,42,1/22/2015,UTA,99,101,42,92,0.457,5,13,0.385,10,12,0.833,15,40,26,11,5,12,25,32,71,0.451,14,31,0.452,23,28,0.821,12,43,25,9,3,22,15
MIL,43,1/24/2015,DET,101,86,41,81,0.506,11,17,0.647,8,10,0.8,9,45,33,6,6,20,21,31,86,0.36,6,25,0.24,18,25,0.72,16,46,14,11,2,19,14
MIL,47,1/31/2015,POR,95,88,37,82,0.451,8,21,0.381,13,14,0.929,9,50,22,12,8,17,19,33,89,0.371,9,31,0.29,13,18,0.722,11,44,19,11,3,16,15
MIL,49,2/4/2015,LAL,113,105,41,82,0.5,11,26,0.423,20,22,0.909,5,35,25,10,7,11,22,39,93,0.419,9,28,0.321,18,25,0.72,18,53,22,3,2,16,25
MIL,51,2/7/2015,BOS,96,93,37,75,0.493,8,20,0.4,14,19,0.737,6,40,21,6,6,12,20,36,86,0.419,7,29,0.241,14,20,0.7,11,44,20,7,1,11,19
MIL,52,2/9/2015,BRK,103,97,37,89,0.416,7,18,0.389,22,25,0.88,14,44,25,14,4,9,14,38,76,0.5,9,25,0.36,12,19,0.632,8,38,25,3,8,15,17
MIL,53,2/11/2015,SAC,111,103,39,80,0.488,7,15,0.467,26,32,0.813,10,45,23,11,5,14,24,36,84,0.429,8,22,0.364,23,30,0.767,16,48,24,7,5,18,23
MIL,54,2/20/2015,DEN,89,81,33,78,0.423,5,15,0.333,18,22,0.818,7,46,22,6,5,16,21,30,84,0.357,7,26,0.269,14,21,0.667,14,45,18,11,7,15,19
MIL,55,2/22/2015,ATL,86,97,32,72,0.444,4,16,0.25,18,18,1,8,38,19,10,7,24,24,35,87,0.402,9,30,0.3,18,21,0.857,16,43,23,10,7,20,17
MIL,57,2/25/2015,PHI,104,88,44,82,0.537,5,15,0.333,11,16,0.688,12,43,32,16,5,22,19,31,75,0.413,11,25,0.44,15,19,0.789,12,38,21,13,3,28,22
MIL,62,3/7/2015,WAS,91,85,36,78,0.462,10,20,0.5,9,15,0.6,10,44,25,7,6,16,18,31,81,0.383,9,28,0.321,14,22,0.636,14,49,19,9,3,17,19
MIL,63,3/9/2015,NOP,103,114,37,71,0.521,4,15,0.267,25,31,0.806,8,25,20,11,5,14,18,44,75,0.587,9,15,0.6,17,21,0.81,10,34,26,7,4,17,20
MIL,64,3/11/2015,ORL,97,91,39,79,0.494,8,18,0.444,11,16,0.688,11,51,30,7,7,22,17,34,85,0.4,10,18,0.556,13,13,1,9,33,21,14,4,14,18
MIL,68,3/18/2015,SAS,103,114,39,80,0.488,7,14,0.5,18,24,0.75,11,43,28,5,4,12,26,38,76,0.5,8,20,0.4,30,38,0.789,3,34,27,9,6,8,19
MIL,70,3/22/2015,CLE,90,108,38,70,0.543,3,12,0.25,11,14,0.786,6,39,23,10,5,23,14,42,84,0.5,13,31,0.419,11,16,0.688,9,36,22,14,1,13,12
MIL,71,3/24/2015,MIA,89,88,36,87,0.414,4,17,0.235,13,17,0.765,20,53,25,8,9,20,23,33,75,0.44,8,19,0.421,14,18,0.778,8,34,18,11,4,18,20
MIL,72,3/26/2015,IND,111,107,39,73,0.534,9,19,0.474,24,34,0.706,6,30,26,10,3,16,34,30,71,0.423,14,30,0.467,33,43,0.767,12,41,18,7,4,19,28
MIL,73,3/28/2015,GSW,95,108,33,87,0.379,2,15,0.133,27,32,0.844,15,42,24,14,5,15,20,42,82,0.512,12,25,0.48,12,14,0.857,7,45,27,7,8,22,23
MIL,75,4/1/2015,CHI,95,91,37,89,0.416,8,21,0.381,13,18,0.722,20,48,15,11,5,18,28,31,74,0.419,5,26,0.192,24,37,0.649,12,40,18,11,3,20,21
MIL,77,4/4/2015,ORL,90,97,39,89,0.438,5,16,0.313,7,13,0.538,14,45,26,8,6,13,19,40,86,0.465,8,21,0.381,9,13,0.692,12,45,23,7,10,12,13
MIL,78,4/8/2015,CLE,99,104,42,84,0.5,6,18,0.333,9,13,0.692,7,32,30,13,3,12,22,36,74,0.486,11,34,0.324,21,26,0.808,11,44,23,8,5,18,17
MIL,80,4/12/2015,BRK,96,73,41,83,0.494,6,20,0.3,8,12,0.667,7,47,30,13,7,17,20,27,83,0.325,3,18,0.167,16,22,0.727,16,49,17,9,5,21,20
MIL,82,4/15/2015,BOS,100,105,41,89,0.461,7,21,0.333,11,16,0.688,16,48,35,7,2,17,17,42,85,0.494,13,30,0.433,8,14,0.571,8,38,37,9,5,16,16
MIN,2,10/30/2014,DET,97,91,37,76,0.487,4,10,0.4,19,28,0.679,10,43,18,8,3,12,21,38,91,0.418,7,21,0.333,8,13,0.615,14,46,20,3,5,12,24
MIN,3,11/1/2014,CHI,105,106,38,85,0.447,4,12,0.333,25,31,0.806,13,42,26,9,4,10,29,33,69,0.478,9,23,0.391,31,40,0.775,5,38,15,3,8,14,24
MIN,7,11/12/2014,HOU,101,113,36,81,0.444,6,12,0.5,23,30,0.767,9,41,22,6,6,13,17,43,89,0.483,13,28,0.464,14,19,0.737,13,40,25,7,7,13,29
MIN,10,11/19/2014,NYK,115,99,44,89,0.494,11,22,0.5,16,22,0.727,15,35,26,15,2,14,23,34,69,0.493,9,16,0.563,22,28,0.786,8,33,19,6,3,22,22
MIN,11,11/21/2014,SAS,92,121,37,90,0.411,4,13,0.308,14,22,0.636,11,34,16,12,3,11,17,46,84,0.548,13,21,0.619,16,18,0.889,14,53,26,6,11,20,22
MIN,12,11/22/2014,SAC,101,113,37,90,0.411,6,17,0.353,21,27,0.778,15,37,23,10,7,10,24,40,81,0.494,8,26,0.308,25,30,0.833,14,50,24,4,2,18,19
MIN,13,11/26/2014,MIL,86,103,31,81,0.383,3,14,0.214,21,34,0.618,14,38,19,11,6,19,22,40,85,0.471,5,16,0.313,18,19,0.947,13,43,22,12,7,17,22
MIN,17,12/3/2014,PHI,77,85,30,84,0.357,3,17,0.176,14,17,0.824,11,50,17,8,5,18,21,32,82,0.39,5,24,0.208,16,25,0.64,13,49,15,12,7,18,17
MIN,18,12/5/2014,HOU,112,114,45,97,0.464,3,10,0.3,19,27,0.704,14,43,23,12,5,14,26,38,78,0.487,12,32,0.375,26,31,0.839,7,42,19,3,3,22,28
MIN,20,12/8/2014,GSW,86,102,32,88,0.364,2,11,0.182,20,29,0.69,18,49,22,12,4,19,10,42,91,0.462,5,22,0.227,13,14,0.929,15,51,24,15,6,17,18
MIN,21,12/10/2014,POR,90,82,32,81,0.395,1,12,0.083,25,33,0.758,20,56,22,13,3,18,19,31,80,0.388,10,35,0.286,10,12,0.833,11,38,20,7,10,20,25
MIN,22,12/12/2014,OKC,92,111,36,78,0.462,1,7,0.143,19,29,0.655,9,31,21,11,9,15,16,45,88,0.511,6,24,0.25,15,20,0.75,16,47,23,11,6,17,23
MIN,23,12/14/2014,LAL,94,100,38,90,0.422,3,10,0.3,15,20,0.75,14,46,25,6,3,14,21,34,81,0.42,5,17,0.294,27,34,0.794,11,45,22,10,5,11,17
MIN,26,12/21/2014,IND,96,100,36,77,0.468,5,11,0.455,19,24,0.792,9,43,23,8,1,16,19,42,84,0.5,6,19,0.316,10,14,0.714,8,36,25,9,6,13,17
MIN,31,1/1/2015,SAC,107,110,42,91,0.462,7,24,0.292,16,22,0.727,15,38,22,12,6,14,24,40,74,0.541,5,12,0.417,25,29,0.862,10,42,23,7,7,20,26
MIN,32,1/3/2015,UTA,89,101,34,86,0.395,6,19,0.316,15,18,0.833,14,37,17,8,5,8,15,38,75,0.507,11,20,0.55,14,21,0.667,11,47,23,6,10,12,16
MIN,33,1/5/2015,DEN,101,110,38,89,0.427,10,24,0.417,15,18,0.833,15,42,21,7,4,12,17,46,84,0.548,7,19,0.368,11,16,0.688,9,41,26,8,6,12,22
MIN,34,1/7/2015,PHO,111,113,44,92,0.478,7,17,0.412,16,19,0.842,16,46,30,8,3,19,17,46,96,0.479,5,26,0.192,16,19,0.842,14,41,12,14,8,13,20
MIN,36,1/10/2015,SAS,93,108,32,81,0.395,3,15,0.2,26,26,1,7,42,17,7,4,13,18,41,84,0.488,9,24,0.375,17,20,0.85,9,45,21,9,2,11,19
MIN,41,1/21/2015,DAL,75,98,31,89,0.348,2,15,0.133,11,15,0.733,16,43,22,6,1,10,11,39,76,0.513,11,27,0.407,9,14,0.643,6,42,26,6,3,10,13
MIN,42,1/23/2015,NOP,84,92,35,84,0.417,2,9,0.222,12,17,0.706,9,38,27,3,4,13,18,40,80,0.5,3,4,0.75,9,14,0.643,6,37,17,7,9,13,16
MIN,45,1/28/2015,BOS,110,98,38,77,0.494,6,16,0.375,28,32,0.875,6,45,18,6,4,11,11,42,91,0.462,7,23,0.304,7,9,0.778,9,39,22,9,4,13,22
MIN,47,1/31/2015,CLE,90,106,34,82,0.415,6,13,0.462,16,21,0.762,12,35,19,6,1,12,14,42,87,0.483,10,32,0.313,12,19,0.632,18,52,16,8,6,13,19
MIN,49,2/4/2015,MIA,102,101,37,72,0.514,6,11,0.545,22,27,0.815,3,32,27,10,3,14,24,39,80,0.488,7,16,0.438,16,24,0.667,15,47,18,11,3,18,23
MIN,50,2/6/2015,MEM,90,89,35,81,0.432,5,17,0.294,15,17,0.882,12,43,17,8,1,16,21,36,69,0.522,2,12,0.167,15,20,0.75,2,30,19,11,5,18,19
MIN,52,2/9/2015,ATL,105,117,42,93,0.452,5,16,0.313,16,22,0.727,23,50,24,6,8,16,19,44,86,0.512,10,21,0.476,19,20,0.95,10,36,26,14,6,10,21
MIN,53,2/11/2015,GSW,91,94,33,86,0.384,5,14,0.357,20,27,0.741,11,50,18,7,2,12,14,40,90,0.444,7,27,0.259,7,9,0.778,10,49,26,7,6,15,18
MIN,54,2/20/2015,PHO,111,109,40,86,0.465,4,15,0.267,27,38,0.711,17,51,24,7,7,14,28,40,89,0.449,7,17,0.412,22,31,0.71,17,48,23,8,9,13,28
MIN,56,2/25/2015,WAS,97,77,35,81,0.432,4,13,0.308,23,28,0.821,10,53,17,10,4,16,15,33,87,0.379,4,18,0.222,7,8,0.875,10,43,21,5,3,19,27
MIN,58,2/28/2015,MEM,97,101,34,88,0.386,7,19,0.368,22,27,0.815,16,35,22,12,1,12,22,38,64,0.594,4,11,0.364,21,29,0.724,6,43,21,7,7,24,24
MIN,59,3/2/2015,LAC,105,110,36,82,0.439,4,15,0.267,29,35,0.829,8,47,25,6,4,11,22,44,92,0.478,12,33,0.364,10,19,0.526,9,43,24,7,3,11,26
MIN,60,3/4/2015,DEN,85,100,32,82,0.39,3,18,0.167,18,25,0.72,12,43,18,7,5,12,16,42,92,0.457,8,20,0.4,8,10,0.8,14,51,27,8,3,13,21
MIN,61,3/7/2015,POR,121,113,46,85,0.541,4,7,0.571,25,31,0.806,10,45,26,7,3,6,15,43,88,0.489,14,27,0.519,13,17,0.765,9,36,18,3,3,10,23
MIN,66,3/16/2015,BRK,106,122,41,88,0.466,9,15,0.6,15,17,0.882,13,36,27,6,7,16,15,52,90,0.578,5,13,0.385,13,17,0.765,13,43,21,8,2,14,15
MIN,69,3/22/2015,CHO,98,109,41,74,0.554,4,11,0.364,12,16,0.75,3,32,24,5,1,13,17,45,89,0.506,6,18,0.333,13,16,0.813,13,42,21,8,3,7,16
MIN,71,3/25/2015,LAL,99,101,33,78,0.423,6,22,0.273,27,30,0.9,9,40,14,8,5,17,16,39,92,0.424,6,26,0.231,17,18,0.944,14,48,21,8,4,16,23
MIN,74,3/30/2015,UTA,84,104,28,76,0.368,6,16,0.375,22,27,0.815,10,34,21,5,4,12,17,39,82,0.476,10,33,0.303,16,18,0.889,14,47,18,8,6,12,22
MIN,75,4/1/2015,TOR,99,113,41,77,0.532,5,14,0.357,12,19,0.632,7,32,21,7,5,13,14,42,76,0.553,13,30,0.433,16,23,0.696,8,34,25,8,3,12,18
MIN,76,4/3/2015,ORL,84,97,29,64,0.453,1,11,0.091,25,32,0.781,3,30,15,8,6,20,17,40,92,0.435,6,21,0.286,11,17,0.647,20,53,23,12,1,19,24
MIN,81,4/13/2015,NOP,88,100,31,78,0.397,4,14,0.286,22,28,0.786,8,43,19,1,10,11,22,37,84,0.44,6,21,0.286,20,24,0.833,10,39,15,6,9,9,23
MIN,82,4/15/2015,OKC,113,138,39,84,0.464,6,19,0.316,29,35,0.829,14,39,22,12,4,16,23,52,95,0.547,12,28,0.429,22,31,0.71,18,46,22,10,6,13,25
NOP,1,10/28/2014,ORL,101,84,41,101,0.406,4,17,0.235,15,31,0.484,26,62,20,10,17,9,17,32,84,0.381,4,11,0.364,16,21,0.762,16,56,17,5,9,18,25
NOP,2,11/1/2014,DAL,104,109,38,89,0.427,7,19,0.368,21,28,0.75,14,47,24,8,4,13,19,46,89,0.517,6,25,0.24,11,19,0.579,11,44,25,4,6,12,25
NOP,4,11/4/2014,CHO,100,91,38,81,0.469,5,18,0.278,19,19,1,11,47,26,5,6,12,19,37,80,0.463,6,21,0.286,11,13,0.846,6,34,23,6,1,12,15
NOP,7,11/12/2014,LAL,109,102,45,82,0.549,8,19,0.421,11,18,0.611,8,44,27,3,12,13,24,35,84,0.417,7,21,0.333,25,32,0.781,11,38,15,8,5,9,14
NOP,8,11/14/2014,MIN,139,91,56,84,0.667,15,20,0.75,12,16,0.75,3,34,31,13,3,13,30,29,72,0.403,3,14,0.214,30,41,0.732,11,37,13,5,3,22,17
NOP,13,11/25/2014,SAC,89,99,33,79,0.418,3,17,0.176,20,29,0.69,14,40,15,3,6,10,23,37,77,0.481,5,14,0.357,20,24,0.833,7,38,16,9,4,9,22
NOP,16,12/2/2014,OKC,112,104,39,88,0.443,5,17,0.294,29,45,0.644,16,49,23,13,11,13,21,37,84,0.44,7,24,0.292,23,27,0.852,9,45,16,7,6,17,32
NOP,20,12/9/2014,NYK,104,93,40,80,0.5,4,15,0.267,20,26,0.769,12,43,22,7,8,11,14,37,78,0.474,9,19,0.474,10,13,0.769,6,30,19,8,8,13,20
NOP,22,12/12/2014,CLE,119,114,44,79,0.557,12,28,0.429,19,25,0.76,6,39,21,5,6,7,15,44,89,0.494,8,22,0.364,18,23,0.783,11,40,22,6,6,6,19
NOP,23,12/14/2014,GSW,122,128,47,101,0.465,8,27,0.296,20,25,0.8,12,44,22,14,6,13,27,44,86,0.512,11,24,0.458,29,35,0.829,8,46,22,7,9,19,19
NOP,24,12/16/2014,UTA,119,111,47,79,0.595,8,16,0.5,17,18,0.944,9,32,24,9,9,16,20,45,90,0.5,5,15,0.333,16,19,0.842,18,37,19,6,7,15,18
NOP,26,12/20/2014,POR,88,114,30,85,0.353,3,15,0.2,25,28,0.893,20,48,15,7,6,16,11,48,90,0.533,9,25,0.36,9,15,0.6,10,45,25,11,3,13,25
NOP,29,12/26/2014,SAS,97,90,35,84,0.417,6,17,0.353,21,24,0.875,7,44,25,8,7,8,15,37,75,0.493,6,14,0.429,10,14,0.714,1,39,25,2,4,17,17
NOP,31,12/30/2014,PHO,110,106,42,81,0.519,8,18,0.444,18,29,0.621,13,49,19,4,2,10,18,41,86,0.477,9,21,0.429,15,19,0.789,11,38,17,7,6,6,21
NOP,33,1/2/2015,HOU,111,83,44,83,0.53,7,15,0.467,16,20,0.8,12,49,24,12,8,18,13,35,88,0.398,6,29,0.207,7,11,0.636,13,38,22,13,3,19,22
NOP,34,1/5/2015,WAS,85,92,33,74,0.446,6,19,0.316,13,17,0.765,10,39,19,8,5,18,18,38,79,0.481,2,10,0.2,14,17,0.824,11,40,23,10,7,10,15
NOP,36,1/9/2015,MEM,106,95,37,81,0.457,10,20,0.5,22,26,0.846,13,47,21,3,10,10,20,36,82,0.439,6,17,0.353,17,22,0.773,13,44,17,7,4,10,18
NOP,42,1/21/2015,LAL,96,80,38,83,0.458,3,16,0.188,17,21,0.81,10,45,21,8,5,15,12,28,77,0.364,6,20,0.3,18,21,0.857,10,41,16,12,4,16,21
NOP,44,1/25/2015,DAL,109,106,40,79,0.506,8,17,0.471,21,25,0.84,11,40,27,9,3,9,25,39,81,0.481,9,24,0.375,19,25,0.76,13,38,20,5,6,9,19
NOP,45,1/26/2015,PHI,99,74,39,86,0.453,7,16,0.438,14,19,0.737,17,52,28,10,11,11,17,28,81,0.346,2,15,0.133,16,21,0.762,13,38,15,7,9,12,19
NOP,46,1/28/2015,DEN,85,93,32,82,0.39,3,15,0.2,18,24,0.75,17,48,15,2,6,9,15,39,85,0.459,10,17,0.588,5,7,0.714,8,39,30,4,7,8,22
NOP,47,1/30/2015,LAC,108,103,36,86,0.419,13,25,0.52,23,26,0.885,14,51,26,5,3,8,15,42,92,0.457,7,28,0.25,12,17,0.706,9,38,20,5,4,5,21
NOP,48,2/2/2015,ATL,115,100,43,86,0.5,9,23,0.391,20,23,0.87,17,52,30,5,10,13,15,40,89,0.449,7,22,0.318,13,17,0.765,9,32,19,6,3,6,15
NOP,49,2/4/2015,OKC,91,102,37,97,0.381,7,25,0.28,10,13,0.769,19,48,23,7,3,10,14,45,85,0.529,5,15,0.333,7,11,0.636,12,48,21,3,11,14,20
NOP,51,2/7/2015,CHI,72,107,32,86,0.372,4,17,0.235,4,7,0.571,12,38,16,8,6,11,13,43,84,0.512,10,22,0.455,11,13,0.846,8,45,18,6,4,11,7
NOP,52,2/9/2015,UTA,96,100,33,79,0.418,13,22,0.591,17,20,0.85,15,40,20,5,17,15,19,39,93,0.419,9,21,0.429,13,19,0.684,21,47,23,11,9,10,17
NOP,53,2/11/2015,IND,93,106,34,74,0.459,7,15,0.467,18,25,0.72,7,32,22,5,3,13,17,40,75,0.533,9,20,0.45,17,18,0.944,7,37,28,7,2,13,24
NOP,56,2/23/2015,TOR,100,97,40,78,0.513,10,22,0.455,10,16,0.625,12,48,27,6,7,17,20,35,84,0.417,5,23,0.217,22,31,0.71,16,40,13,12,2,8,15
NOP,57,2/25/2015,BRK,102,96,38,74,0.514,11,25,0.44,15,19,0.789,6,43,26,6,6,20,21,39,92,0.424,7,21,0.333,11,15,0.733,8,37,13,6,6,12,16
NOP,58,2/27/2015,MIA,104,102,39,76,0.513,6,16,0.375,20,27,0.741,7,37,26,3,6,10,19,41,84,0.488,8,21,0.381,12,16,0.75,6,31,21,3,7,6,23
NOP,61,3/4/2015,DET,88,85,37,90,0.411,2,12,0.167,12,16,0.75,15,46,18,7,12,14,15,38,93,0.409,2,14,0.143,7,9,0.778,16,52,25,8,7,18,19
NOP,62,3/6/2015,BOS,98,104,38,80,0.475,8,21,0.381,14,15,0.933,9,45,22,5,6,18,15,36,79,0.456,10,23,0.435,22,25,0.88,7,37,19,8,1,11,17
NOP,63,3/7/2015,MEM,95,89,38,80,0.475,8,23,0.348,11,13,0.846,7,41,24,8,13,18,18,32,74,0.432,6,16,0.375,19,29,0.655,8,39,26,15,7,14,19
NOP,66,3/15/2015,DEN,111,118,46,99,0.465,6,22,0.273,13,21,0.619,15,58,32,3,14,18,20,46,104,0.442,10,31,0.323,16,20,0.8,12,52,25,9,4,11,21
NOP,67,3/17/2015,MIL,85,84,29,83,0.349,8,25,0.32,19,26,0.731,10,50,26,6,6,13,20,32,86,0.372,4,20,0.2,16,21,0.762,9,49,20,4,12,10,22
NOP,71,3/25/2015,HOU,93,95,34,75,0.453,5,15,0.333,20,32,0.625,12,37,20,8,9,13,16,40,81,0.494,6,22,0.273,9,12,0.75,12,43,29,7,4,18,22
NOP,72,3/27/2015,SAC,102,88,43,84,0.512,9,20,0.45,7,12,0.583,12,47,25,5,9,12,16,35,79,0.443,7,15,0.467,11,18,0.611,10,37,14,5,4,11,14
NOP,73,3/29/2015,MIN,110,88,43,75,0.573,6,13,0.462,18,24,0.75,7,35,29,12,9,14,21,32,75,0.427,2,12,0.167,22,24,0.917,12,39,17,5,4,21,17
NOP,77,4/7/2015,GSW,103,100,36,83,0.434,9,19,0.474,22,30,0.733,8,45,25,8,8,12,13,42,95,0.442,9,22,0.409,7,10,0.7,11,50,25,6,12,11,21
NOP,79,4/10/2015,PHO,90,75,37,84,0.44,5,19,0.263,11,19,0.579,15,56,29,4,13,11,12,30,85,0.353,7,25,0.28,8,10,0.8,10,43,18,9,4,10,18
NOP,82,4/15/2015,SAS,108,103,43,83,0.518,5,10,0.5,17,25,0.68,7,35,23,11,7,9,18,45,79,0.57,3,10,0.3,10,13,0.769,4,36,33,2,3,15,20
NYK,1,10/29/2014,CHI,80,104,31,85,0.365,3,17,0.176,15,17,0.882,14,38,19,9,5,11,22,36,71,0.507,7,24,0.292,25,30,0.833,10,47,21,9,4,15,18
NYK,3,11/2/2014,CHO,96,93,39,78,0.5,8,16,0.5,10,17,0.588,8,35,23,5,0,12,26,33,70,0.471,6,15,0.4,21,29,0.724,8,38,20,7,2,12,16
NYK,4,11/4/2014,WAS,83,98,30,81,0.37,8,15,0.533,15,19,0.789,15,43,16,5,4,18,23,39,80,0.488,8,18,0.444,12,19,0.632,10,41,26,8,4,12,25
NYK,8,11/10/2014,ATL,85,91,36,83,0.434,6,26,0.231,7,12,0.583,11,40,23,4,2,15,26,27,71,0.38,10,27,0.37,27,28,0.964,9,38,20,7,3,15,16
NYK,9,11/12/2014,ORL,95,97,37,86,0.43,8,23,0.348,13,14,0.929,11,40,17,2,6,7,27,33,70,0.471,6,12,0.5,25,32,0.781,4,37,20,4,1,10,19
NYK,10,11/14/2014,UTA,100,102,39,82,0.476,5,8,0.625,17,20,0.85,7,31,15,12,1,8,26,36,70,0.514,10,22,0.455,20,25,0.8,11,39,25,6,8,18,20
NYK,11,11/16/2014,DEN,109,93,41,76,0.539,6,14,0.429,21,27,0.778,8,43,16,9,3,15,22,32,82,0.39,13,34,0.382,16,26,0.615,10,39,20,9,0,17,21
NYK,14,11/22/2014,PHI,91,83,33,66,0.5,6,17,0.353,19,21,0.905,6,40,15,7,2,18,22,30,75,0.4,8,26,0.308,15,25,0.6,10,36,13,8,1,18,21
NYK,18,11/30/2014,MIA,79,86,31,88,0.352,3,24,0.125,14,20,0.7,20,50,14,6,3,12,22,30,72,0.417,7,23,0.304,19,31,0.613,10,41,20,8,1,14,20
NYK,19,12/2/2014,BRK,93,98,35,81,0.432,11,28,0.393,12,14,0.857,13,40,22,8,3,14,21,39,89,0.438,6,17,0.353,14,20,0.7,21,49,22,7,5,14,20
NYK,20,12/4/2014,CLE,87,90,37,88,0.42,8,26,0.308,5,6,0.833,17,47,26,11,3,21,25,32,70,0.457,5,18,0.278,21,26,0.808,6,33,19,8,1,17,16
NYK,22,12/7/2014,POR,99,103,41,79,0.519,5,19,0.263,12,14,0.857,4,37,20,6,4,13,23,36,85,0.424,10,28,0.357,21,29,0.724,16,44,21,8,2,9,17
NYK,26,12/14/2014,TOR,90,95,29,78,0.372,9,29,0.31,23,28,0.821,12,43,15,11,4,22,22,36,78,0.462,9,24,0.375,14,18,0.778,9,42,24,14,2,23,25
NYK,27,12/16/2014,DAL,87,107,37,84,0.44,5,21,0.238,8,10,0.8,10,35,23,11,5,12,13,42,83,0.506,15,33,0.455,8,8,1,10,41,30,9,4,17,14
NYK,29,12/20/2014,PHO,90,99,35,88,0.398,7,22,0.318,13,16,0.813,17,45,17,11,4,14,21,35,78,0.449,10,25,0.4,19,23,0.826,12,43,15,10,3,14,12
NYK,31,12/25/2014,WAS,91,102,36,80,0.45,4,22,0.182,15,19,0.789,6,36,17,5,4,7,15,44,86,0.512,7,16,0.438,7,10,0.7,13,45,25,4,3,10,20
NYK,35,1/2/2015,DET,81,97,32,91,0.352,10,24,0.417,7,14,0.5,17,47,18,13,4,11,15,38,76,0.5,13,33,0.394,8,14,0.571,9,49,24,10,3,16,16
NYK,36,1/4/2015,MIL,82,95,31,76,0.408,9,25,0.36,11,14,0.786,7,36,23,8,2,16,20,35,77,0.455,4,16,0.25,21,27,0.778,14,48,23,10,4,18,20
NYK,39,1/8/2015,HOU,96,120,37,80,0.463,11,26,0.423,11,21,0.524,10,38,22,12,1,21,22,41,77,0.532,16,36,0.444,22,32,0.688,7,36,25,14,5,19,23
NYK,40,1/10/2015,CHO,82,110,33,85,0.388,8,29,0.276,8,9,0.889,4,29,17,9,4,12,24,39,78,0.5,7,16,0.438,25,33,0.758,11,51,18,8,5,15,14
NYK,42,1/19/2015,NOP,99,92,38,78,0.487,10,23,0.435,13,17,0.765,9,34,22,2,8,4,14,35,84,0.417,8,27,0.296,14,20,0.7,20,50,13,1,1,9,17
NYK,44,1/23/2015,ORL,113,106,43,91,0.473,10,25,0.4,17,21,0.81,12,49,29,6,4,14,18,44,87,0.506,7,27,0.259,11,19,0.579,8,39,27,10,4,14,19
NYK,46,1/28/2015,OKC,100,92,40,91,0.44,8,17,0.471,12,17,0.706,11,51,29,8,6,10,17,34,85,0.4,5,22,0.227,19,22,0.864,10,47,10,7,7,13,22
NYK,48,2/1/2015,LAL,92,80,37,84,0.44,10,22,0.455,8,13,0.615,11,41,18,7,3,10,21,27,76,0.355,7,16,0.438,19,23,0.826,10,46,15,7,3,14,15
NYK,49,2/3/2015,BOS,97,108,41,83,0.494,7,20,0.35,8,11,0.727,12,35,22,7,2,13,18,42,77,0.545,6,24,0.25,18,23,0.783,11,39,23,6,0,15,11
NYK,51,2/7/2015,GSW,92,106,35,87,0.402,8,18,0.444,14,17,0.824,15,44,23,7,1,13,20,37,81,0.457,12,25,0.48,20,24,0.833,12,48,21,8,5,14,19
NYK,54,2/20/2015,MIA,87,111,35,82,0.427,6,18,0.333,11,16,0.688,7,32,28,10,6,20,26,38,79,0.481,9,20,0.45,26,35,0.743,11,50,28,12,4,21,18
NYK,55,2/22/2015,CLE,83,101,37,99,0.374,3,19,0.158,6,7,0.857,19,50,16,8,2,11,16,40,79,0.506,12,33,0.364,9,15,0.6,7,47,22,5,3,15,14
NYK,58,2/28/2015,TOR,103,98,33,75,0.44,7,19,0.368,30,38,0.789,8,44,21,8,5,11,21,34,81,0.42,8,29,0.276,22,28,0.786,10,40,16,7,4,12,27
NYK,59,3/3/2015,SAC,86,124,30,82,0.366,4,22,0.182,22,30,0.733,9,38,16,8,9,15,27,41,83,0.494,10,18,0.556,32,37,0.865,8,46,26,9,2,14,20
NYK,61,3/7/2015,IND,86,92,30,78,0.385,3,15,0.2,23,30,0.767,13,41,13,4,4,12,27,30,79,0.38,7,18,0.389,25,30,0.833,12,45,16,5,3,11,25
NYK,67,3/17/2015,SAS,104,100,41,91,0.451,3,14,0.214,19,27,0.704,15,50,22,7,10,11,20,36,94,0.383,3,14,0.214,25,30,0.833,15,49,17,7,5,11,20
NYK,68,3/19/2015,MIN,92,95,40,97,0.412,4,20,0.2,8,10,0.8,12,49,22,9,5,15,18,34,83,0.41,2,12,0.167,25,30,0.833,11,43,12,10,8,16,12
NYK,71,3/23/2015,MEM,82,103,32,76,0.421,4,18,0.222,14,17,0.824,8,37,22,4,6,17,18,41,79,0.519,7,12,0.583,14,19,0.737,9,39,22,4,2,10,19
