ht_ppg,ht_rpg,ht_apg,ht_spg,ht_bpg,ht_topg,ho_ppg,ho_rpg,ho_apg,ho_spg,ho_bpg,ho_topg,h_ortg,h_drtg,h_efg,h_tov,h_oreb,h_ftf,at_ppg,at_rpg,at_apg,at_spg,at_bpg,at_topg,ao_ppg,ao_rpg,ao_apg,ao_spg,ao_bpg,ao_topg,a_ortg,a_drtg,a_efg,a_tov,a_reb,a_ftf,act_spread,vegas_ou
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.475904,0.115435,0.255814,0.306024,110.219,48.622,22.9634,7.3537,5.939,15.4756,102.939,40.1951,21.5488,8.7683,4.5488,12.5244,114.96,107.833,0.521591,0.129496,0.303965,0.163636,9,6
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.485577,0.130497,0.264151,0.314904,99.0976,41.622,20.6951,8.8293,4.2683,12.6951,101.341,43.1829,21.8537,7.0244,5.7195,15.4512,107.493,110.65,0.492288,0.135548,0.315,0.298201,3,1
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.488067,0.124839,0.268519,0.315036,101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.51766,0.102806,0.290909,0.169978,5,-3
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.5,0.119661,0.224299,0.3,102.841,42.0854,25.6098,9.1098,5.9268,14.5244,99.2317,46.5,22.0488,8.6098,5.0122,15.4512,107.708,103.652,0.498837,0.137162,0.252336,0.162791,4,14
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.480942,0.110752,0.234043,0.253363,102.707,43.4146,18.7317,7.7561,5.4756,12.122,98.2073,40.7683,21.7195,6.5122,5.3902,12.8293,112.609,107.574,0.52,0.121905,0.274611,0.2925,5,-19
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.507937,0.130311,0.248869,0.185941,101.646,46.2927,22.8049,6.0366,5.7317,13.3293,103.122,45.939,22.5366,7.9878,5.6707,11.2805,107.02,108.923,0.497674,0.124853,0.211207,0.172093,-3,-5
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.516548,0.130161,0.209302,0.205674,105.719,44.9146,24.1585,9.1707,4.2439,13.4634,102.512,45.9756,20.9146,7.5854,5.4878,15.7927,108.526,105.805,0.565268,0.134202,0.258373,0.251748,3,20
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.522005,0.157093,0.179245,0.202934,106.585,44.2439,24.5,8.939,4.4878,15.5366,109.061,45.0122,24.2195,8.8049,5.3293,15.6098,108.278,111.1,0.591011,0.170161,0.28436,0.170787,-3,4
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.503497,0.154966,0.191304,0.228438,99.0976,41.622,20.6951,8.8293,4.2683,12.6951,101.341,43.1829,21.8537,7.0244,5.7195,15.4512,107.493,110.65,0.522168,0.111674,0.260465,0.288177,2,7
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.508314,0.155212,0.205479,0.194774,97.3415,42.9634,18.0244,7.2317,4.1098,13.0122,106.902,46.4878,24.6585,7.5244,5.5854,12.0976,103.45,114.535,0.565693,0.0869397,0.209756,0.240876,-9,-10
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.518779,0.133251,0.216981,0.197183,98.6463,42.4024,22.3049,7.6463,4.0488,14.3171,106,43.4024,24.4634,8.7805,5.2439,13.5366,105.609,113.724,0.515012,0.142501,0.25974,0.184758,-6,1
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.530806,0.138646,0.256281,0.208531,102.293,43.0732,22.1098,6.8293,3.7317,12.3293,102.598,45.7927,21.9512,7.5244,4.4268,13.4024,109.69,109.188,0.551843,0.113428,0.238095,0.221198,4,-2
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.531532,0.123023,0.292079,0.222973,98.3537,44.3659,20.5122,5.6951,5.6829,12.6585,101.085,44.1829,20.7683,7.1829,4.1829,10.7805,107.084,109.758,0.464623,0.0923148,0.221277,0.205189,-1,-16
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.513187,0.109063,0.287081,0.202198,100.866,44.8293,20.7439,7.7073,3.8171,16.561,107.524,43.6951,22.4024,9.5366,5.4756,14.2927,104.164,112.184,0.482063,0.106276,0.243802,0.190583,-10,-18
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.509554,0.0930329,0.28,0.210191,104.073,41.8415,24.4512,8.6341,3.939,13.878,104.573,44.2805,22.5122,8.061,4.3415,15.5732,107.863,108.551,0.519512,0.147769,0.235294,0.265854,-1,-16
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.586797,0.118565,0.190217,0.227384,97.4146,41.2439,21.5244,8.2927,6.0366,15.5976,107.646,47.561,23.4024,8.6707,5.6829,14.4512,101.437,111.872,0.480813,0.0979041,0.209016,0.207675,-9,-1
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.526829,0.120582,0.229268,0.241463,102.293,43.0732,22.1098,6.8293,3.7317,12.3293,102.598,45.7927,21.9512,7.5244,4.4268,13.4024,109.69,109.188,0.577098,0.106475,0.203791,0.238095,-2,9
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.502381,0.133561,0.303318,0.195238,106.585,44.2439,24.5,8.939,4.4878,15.5366,109.061,45.0122,24.2195,8.8049,5.3293,15.6098,108.278,111.1,0.559102,0.127689,0.216346,0.252955,-10,9
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.5,0.130467,0.325792,0.18267,110.219,48.622,22.9634,7.3537,5.939,15.4756,102.939,40.1951,21.5488,8.7683,4.5488,12.5244,114.96,107.833,0.488987,0.114469,0.349345,0.202643,9,22
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.488506,0.126894,0.280172,0.177011,103.537,43.9146,24.5122,8.2561,5.9146,12.5366,92.9024,40.5244,20.8171,7.2195,3.8659,14.2927,113.517,101.18,0.520725,0.140728,0.238342,0.220207,-1,-4
101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.487805,0.107596,0.272358,0.168514,97.6829,43.2317,18.9634,7.6951,5.1829,14.1707,95.8902,40.0732,19.122,7.9512,4.6951,13.3171,108.299,106.545,0.501276,0.161107,0.256039,0.183673,7,16
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.506003,0.119238,0.248536,0.205088,97.6829,43.2317,18.9634,7.6951,5.1829,14.1707,95.8902,40.0732,19.122,7.9512,4.6951,13.3171,108.299,106.545,0.510548,0.131777,0.239373,0.224515,0,-5
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.506003,0.119238,0.248536,0.205088,101.646,46.2927,22.8049,6.0366,5.7317,13.3293,103.122,45.939,22.5366,7.9878,5.6707,11.2805,107.02,108.923,0.489398,0.110058,0.25922,0.194685,3,-4
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.506003,0.119238,0.248536,0.205088,102.159,44.2195,21.2317,9.0488,4.7683,14.3415,100.451,44.5244,20.8171,7.7317,4.4634,15.2195,107.23,105.028,0.49648,0.133427,0.239745,0.214193,-5,12
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.532911,0.159535,0.227273,0.227848,104.329,44.5122,22.6951,6.7195,3.8659,12.878,98.3293,41.0244,21.4146,7.1951,4.4146,12.8659,113.442,107.031,0.502347,0.125656,0.257778,0.213615,5,-5
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.488432,0.145338,0.198113,0.280206,104.073,41.8415,24.4512,8.6341,3.939,13.878,104.573,44.2805,22.5122,8.061,4.3415,15.5732,107.863,108.551,0.519362,0.110984,0.219298,0.22779,0,2
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.491206,0.134592,0.208531,0.251256,100.049,44.122,20.8415,6.7439,6.4756,13.2317,98.4024,41.2561,20.2073,7.4634,4.1098,12.2561,109.476,106.519,0.475949,0.128167,0.244444,0.288608,-2,-23
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.509524,0.13086,0.276699,0.166667,106.549,43.061,22.2073,10.0122,5.2439,15.2439,106.354,44.6341,24.5732,8.9512,4.9268,15.7683,110.636,110.949,0.534794,0.160583,0.236842,0.265464,-4,-11
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.523474,0.124461,0.302885,0.171362,100.866,44.8293,20.7439,7.7073,3.8171,16.561,107.524,43.6951,22.4024,9.5366,5.4756,14.2927,104.164,112.184,0.528409,0.128186,0.193694,0.134091,-4,-5
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.524419,0.130311,0.30622,0.2,99.0488,41.6707,23.1098,8.1951,5.7927,14.6341,103.232,42.9878,24.5488,8.2805,5.6341,14.7561,107.071,110.945,0.517199,0.126263,0.204651,0.208845,-7,-7
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.516908,0.133862,0.259615,0.258454,97.3415,42.9634,18.0244,7.2317,4.1098,13.0122,106.902,46.4878,24.6585,7.5244,5.5854,12.0976,103.45,114.535,0.523227,0.148985,0.254717,0.220049,-10,-20
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.515081,0.117517,0.289474,0.269142,99.0976,41.622,20.6951,8.8293,4.2683,12.6951,101.341,43.1829,21.8537,7.0244,5.7195,15.4512,107.493,110.65,0.434625,0.132685,0.247899,0.249395,-4,1
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.476526,0.128765,0.270833,0.230047,102.159,44.2195,21.2317,9.0488,4.7683,14.3415,100.451,44.5244,20.8171,7.7317,4.4634,15.2195,107.23,105.028,0.504525,0.126411,0.283898,0.246606,-2,-22
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.5,0.13668,0.29386,0.198157,104.5,42.0488,22.8415,8.6463,5.6098,12.3902,100.219,46.6951,21.2195,7.1098,3.1585,14.6829,111.563,105.865,0.470238,0.12917,0.232456,0.219048,2,2
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.49186,0.14018,0.290179,0.206977,105.719,44.9146,24.1585,9.1707,4.2439,13.4634,102.512,45.9756,20.9146,7.5854,5.4878,15.7927,108.526,105.805,0.442675,0.108612,0.21875,0.14862,-3,-3
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.480603,0.106239,0.268085,0.256466,105.719,44.9146,24.1585,9.1707,4.2439,13.4634,102.512,45.9756,20.9146,7.5854,5.4878,15.7927,108.526,105.805,0.485437,0.135571,0.217778,0.240291,2,6
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.480728,0.10209,0.277778,0.203426,102.415,41.561,23.3659,8,4.5732,14.3537,105.951,41.8902,22.6463,7.7805,5.2073,14.2317,109.38,112.248,0.515584,0.148681,0.242268,0.212987,-8,-25
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.51555,0.124684,0.246445,0.205742,102.061,43.3171,23.5732,8.2073,5.0854,13.5976,103.683,44.2927,23.1585,7.561,5.4634,14.5366,107.393,109.645,0.535971,0.093003,0.253521,0.155875,-5,-26
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.523981,0.111388,0.26699,0.213429,98.6463,42.4024,22.3049,7.6463,4.0488,14.3171,106,43.4024,24.4634,8.7805,5.2439,13.5366,105.609,113.724,0.440887,0.145141,0.275424,0.206897,-11,-14
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.50814,0.107336,0.272727,0.195349,103.537,43.9146,24.5122,8.2561,5.9146,12.5366,92.9024,40.5244,20.8171,7.2195,3.8659,14.2927,113.517,101.18,0.538554,0.119811,0.225131,0.178313,7,10
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.494292,0.102994,0.267281,0.184932,114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.502237,0.105197,0.224576,0.255034,7,-18
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.482262,0.0990491,0.254464,0.170732,101.646,46.2927,22.8049,6.0366,5.7317,13.3293,103.122,45.939,22.5366,7.9878,5.6707,11.2805,107.02,108.923,0.485459,0.101967,0.241228,0.178971,-3,10
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.502278,0.100312,0.25,0.193622,97.4146,41.2439,21.5244,8.2927,6.0366,15.5976,107.646,47.561,23.4024,8.6707,5.6829,14.4512,101.437,111.872,0.497658,0.132866,0.20614,0.234192,-12,-13
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.5,0.0979233,0.256637,0.229885,104.329,44.5122,22.6951,6.7195,3.8659,12.878,98.3293,41.0244,21.4146,7.1951,4.4146,12.8659,113.442,107.031,0.518561,0.108036,0.278539,0.134571,4,8
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.491879,0.0972192,0.254545,0.243619,98.3537,44.3659,20.5122,5.6951,5.6829,12.6585,101.085,44.1829,20.7683,7.1829,4.1829,10.7805,107.084,109.758,0.458716,0.0979752,0.256198,0.254587,-4,-6
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.524331,0.117916,0.191919,0.255474,102.707,43.4146,18.7317,7.7561,5.4756,12.122,98.2073,40.7683,21.7195,6.5122,5.3902,12.8293,112.609,107.574,0.529557,0.13464,0.270408,0.236453,2,14
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.526634,0.125456,0.179104,0.191283,101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.525672,0.128993,0.23,0.202934,-4,11
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.526185,0.131203,0.182692,0.199501,102.719,42.6098,22.1707,7.7195,4.1707,13.0366,106.512,44.4146,23.1585,7.3415,5.1585,13.2073,107.932,112.352,0.527381,0.123516,0.25,0.238095,-5,5
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.491546,0.128156,0.185022,0.15942,97.4146,41.2439,21.5244,8.2927,6.0366,15.5976,107.646,47.561,23.4024,8.6707,5.6829,14.4512,101.437,111.872,0.53169,0.15141,0.28169,0.267606,-12,-20
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.507371,0.138972,0.211982,0.199017,102.707,43.4146,18.7317,7.7561,5.4756,12.122,98.2073,40.7683,21.7195,6.5122,5.3902,12.8293,112.609,107.574,0.514423,0.0993428,0.242718,0.225962,-2,-13
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.560759,0.128968,0.223404,0.182278,105.146,45.4878,21.3171,6.8537,4.6341,14.0732,104.317,43.6951,21.5854,7.6829,5.1707,12.7805,111.193,110.513,0.453229,0.0797795,0.261044,0.240535,2,-20
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.56089,0.0983507,0.18593,0.217799,102.841,42.0854,25.6098,9.1098,5.9268,14.5244,99.2317,46.5,22.0488,8.6098,5.0122,15.4512,107.708,103.652,0.490385,0.142571,0.217778,0.182692,1,4
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.544496,0.099147,0.173077,0.229508,106.585,44.2439,24.5,8.939,4.4878,15.5366,109.061,45.0122,24.2195,8.8049,5.3293,15.6098,108.278,111.1,0.495316,0.125628,0.191111,0.217799,-7,-7
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.551963,0.108964,0.215311,0.240185,98.6463,42.4024,22.3049,7.6463,4.0488,14.3171,106,43.4024,24.4634,8.7805,5.2439,13.5366,105.609,113.724,0.560096,0.137074,0.299465,0.197115,-8,-12
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.547297,0.101061,0.232877,0.209459,99.0488,41.6707,23.1098,8.1951,5.7927,14.6341,103.232,42.9878,24.5488,8.2805,5.6341,14.7561,107.071,110.945,0.535326,0.137443,0.15847,0.214674,-8,-1
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.535955,0.101685,0.252294,0.186517,102.061,43.3171,23.5732,8.2073,5.0854,13.5976,103.683,44.2927,23.1585,7.561,5.4634,14.5366,107.393,109.645,0.506993,0.105979,0.24424,0.240093,-6,-16
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.533333,0.111152,0.266968,0.206897,103.402,43.939,21.6829,7.2561,5.3415,11.8659,100.683,44.6585,23.1829,6.7439,5.4634,13.0488,110.197,106.457,0.490453,0.120337,0.20362,0.205251,-2,-7
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.531674,0.112506,0.290179,0.18552,102.841,42.0854,25.6098,9.1098,5.9268,14.5244,99.2317,46.5,22.0488,8.6098,5.0122,15.4512,107.708,103.652,0.528736,0.130553,0.211268,0.158621,-2,17
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.507991,0.10594,0.276316,0.19863,110.219,48.622,22.9634,7.3537,5.939,15.4756,102.939,40.1951,21.5488,8.7683,4.5488,12.5244,114.96,107.833,0.525287,0.117396,0.260465,0.204598,-2,-6
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.479118,0.123627,0.283186,0.213457,102.293,43.0732,22.1098,6.8293,3.7317,12.3293,102.598,45.7927,21.9512,7.5244,4.4268,13.4024,109.69,109.188,0.548309,0.126139,0.215686,0.229469,-6,9
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.475581,0.114774,0.252174,0.160465,104.073,41.8415,24.4512,8.6341,3.939,13.878,104.573,44.2805,22.5122,8.061,4.3415,15.5732,107.863,108.551,0.524775,0.122833,0.248889,0.202703,-6,-13
101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.505952,0.109313,0.227907,0.183333,100.049,44.122,20.8415,6.7439,6.4756,13.2317,98.4024,41.2561,20.2073,7.4634,4.1098,12.2561,109.476,106.519,0.560386,0.107842,0.21164,0.214976,2,6
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.524942,0.12418,0.246053,0.204617,102.719,42.6098,22.1707,7.7195,4.1707,13.0366,106.512,44.4146,23.1585,7.3415,5.1585,13.2073,107.932,112.352,0.516039,0.115313,0.21676,0.209296,-11,-16
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.524942,0.12418,0.246053,0.204617,99.0976,41.622,20.6951,8.8293,4.2683,12.6951,101.341,43.1829,21.8537,7.0244,5.7195,15.4512,107.493,110.65,0.501055,0.128849,0.253099,0.252789,-10,-50
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.524942,0.12418,0.246053,0.204617,104.5,42.0488,22.8415,8.6463,5.6098,12.3902,100.219,46.6951,21.2195,7.1098,3.1585,14.6829,111.563,105.865,0.510094,0.128165,0.239777,0.22323,-8,-4
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.493289,0.131292,0.298246,0.252796,101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.437793,0.129069,0.280335,0.234742,-18,-15
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.530067,0.140671,0.271111,0.195991,101.963,46.3171,19.439,6.9878,3.7073,12.9634,101.354,42.5366,21.5366,7.1098,4.4634,12.9146,108.18,108.264,0.459491,0.150336,0.270833,0.162037,-13,-14
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.501168,0.159269,0.299065,0.21729,98.6463,42.4024,22.3049,7.6463,4.0488,14.3171,106,43.4024,24.4634,8.7805,5.2439,13.5366,105.609,113.724,0.485327,0.116338,0.25,0.162528,-16,-8
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.483796,0.150219,0.285714,0.212963,102.707,43.4146,18.7317,7.7561,5.4756,12.122,98.2073,40.7683,21.7195,6.5122,5.3902,12.8293,112.609,107.574,0.507371,0.124275,0.275229,0.250614,-10,-5
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.516588,0.139655,0.253521,0.244076,101.646,46.2927,22.8049,6.0366,5.7317,13.3293,103.122,45.939,22.5366,7.9878,5.6707,11.2805,107.02,108.923,0.427313,0.108165,0.227799,0.193833,-9,-12
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.537209,0.139087,0.242009,0.204651,97.3415,42.9634,18.0244,7.2317,4.1098,13.0122,106.902,46.4878,24.6585,7.5244,5.5854,12.0976,103.45,114.535,0.462651,0.121933,0.246696,0.257831,-17,-34
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.536613,0.118654,0.226087,0.196796,106.585,44.2439,24.5,8.939,4.4878,15.5366,109.061,45.0122,24.2195,8.8049,5.3293,15.6098,108.278,111.1,0.509934,0.121061,0.24359,0.178808,-17,-19
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.492769,0.110375,0.229839,0.165289,100.866,44.8293,20.7439,7.7073,3.8171,16.561,107.524,43.6951,22.4024,9.5366,5.4756,14.2927,104.164,112.184,0.523981,0.142192,0.247619,0.189448,-12,-25
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.515593,0.126979,0.22449,0.16632,99.0488,41.6707,23.1098,8.1951,5.7927,14.6341,103.232,42.9878,24.5488,8.2805,5.6341,14.7561,107.071,110.945,0.519324,0.133993,0.243902,0.190821,-19,-9
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.528184,0.128967,0.245833,0.194154,97.6829,43.2317,18.9634,7.6951,5.1829,14.1707,95.8902,40.0732,19.122,7.9512,4.6951,13.3171,108.299,106.545,0.536193,0.115124,0.21229,0.329759,-14,-18
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.531385,0.132168,0.231111,0.190476,104.329,44.5122,22.6951,6.7195,3.8659,12.878,98.3293,41.0244,21.4146,7.1951,4.4146,12.8659,113.442,107.031,0.459036,0.11971,0.24,0.180723,-7,-6
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.528169,0.141071,0.233333,0.232394,106.585,44.2439,24.5,8.939,4.4878,15.5366,109.061,45.0122,24.2195,8.8049,5.3293,15.6098,108.278,111.1,0.498821,0.136421,0.201835,0.195755,-15,-19
114.89,46.1951,28.939,8.4024,6.0732,14.8659,104.134,43.8902,22.2317,8.6585,4.0976,13.7805,117.533,105.781,0.541463,0.146285,0.222222,0.229268,101.89,44.622,22.6585,7.4268,4.8171,14.1707,104.988,42.6707,23.4634,8.0488,6.3049,13.122,107.545,111.504,0.523419,0.135728,0.279621,0.161592,-15,-3
